Area,Date,date,Claims
Clayton County,06/13/2020,Jun 13,5462
Clayton County,06/20/2020,Jun 20,5217
Clayton County,06/27/2020,Jun 27,4933
Clayton County,07/04/2020,Jul 04,4607
Clayton County,07/11/2020,Jul 11,5772
Clayton County,07/18/2020,Jul 18,4987
Clayton County,07/25/2020,Jul 25,3454
Clinch County,03/07/2020,Mar 07,5
Clinch County,03/14/2020,Mar 14,7
Clinch County,03/21/2020,Mar 21,6
Clinch County,03/28/2020,Mar 28,83
Clinch County,04/04/2020,Apr 04,342
Clinch County,04/11/2020,Apr 11,419
Clinch County,04/18/2020,Apr 18,599
Clinch County,04/25/2020,Apr 25,521
Clinch County,05/02/2020,May 02,416
Clinch County,05/09/2020,May 09,363
Clinch County,05/16/2020,May 16,315
Clinch County,05/23/2020,May 23,232
Clinch County,05/30/2020,May 30,242
Clinch County,06/06/2020,Jun 06,198
Clinch County,06/13/2020,Jun 13,211
Clinch County,06/20/2020,Jun 20,192
Clinch County,06/27/2020,Jun 27,151
Clinch County,07/04/2020,Jul 04,121
Clinch County,07/11/2020,Jul 11,234
Clinch County,07/18/2020,Jul 18,182
Clinch County,07/25/2020,Jul 25,119
Cobb County,03/07/2020,Mar 07,261
Cobb County,03/14/2020,Mar 14,286
Cobb County,03/21/2020,Mar 21,982
Cobb County,03/28/2020,Mar 28,11745
Cobb County,04/04/2020,Apr 04,30774
Cobb County,04/11/2020,Apr 11,21303
Cobb County,04/18/2020,Apr 18,17992
Cobb County,04/25/2020,Apr 25,18968
Cobb County,05/02/2020,May 02,15856
Cobb County,05/09/2020,May 09,17725
Cobb County,05/16/2020,May 16,13171
Cobb County,05/23/2020,May 23,11888
Cobb County,05/30/2020,May 30,11210
Cobb County,06/06/2020,Jun 06,9651
Cobb County,06/13/2020,Jun 13,9338
Cobb County,06/20/2020,Jun 20,8963
Cobb County,06/27/2020,Jun 27,8408
Cobb County,07/04/2020,Jul 04,6920
Cobb County,07/11/2020,Jul 11,8952
Cobb County,07/18/2020,Jul 18,7680
Cobb County,07/25/2020,Jul 25,6084
Coffee County,03/07/2020,Mar 07,50
Coffee County,03/14/2020,Mar 14,53
Coffee County,03/21/2020,Mar 21,25
Coffee County,03/28/2020,Mar 28,183
Coffee County,04/04/2020,Apr 04,753
Coffee County,04/11/2020,Apr 11,588
Coffee County,04/18/2020,Apr 18,792
Coffee County,04/25/2020,Apr 25,899
Coffee County,05/02/2020,May 02,605
Coffee County,05/09/2020,May 09,587
Coffee County,05/16/2020,May 16,395
Coffee County,05/23/2020,May 23,481
Coffee County,05/30/2020,May 30,395
Coffee County,06/06/2020,Jun 06,320
Coffee County,06/13/2020,Jun 13,402
Coffee County,06/20/2020,Jun 20,347
Coffee County,06/27/2020,Jun 27,359
Coffee County,07/04/2020,Jul 04,426
Coffee County,07/11/2020,Jul 11,452
Coffee County,07/18/2020,Jul 18,397
Coffee County,07/25/2020,Jul 25,240
Colquitt County,03/07/2020,Mar 07,35
Colquitt County,03/14/2020,Mar 14,21
Colquitt County,03/21/2020,Mar 21,22
Colquitt County,03/28/2020,Mar 28,224
Colquitt County,04/04/2020,Apr 04,959
Colquitt County,04/11/2020,Apr 11,786
Colquitt County,04/18/2020,Apr 18,686
Colquitt County,04/25/2020,Apr 25,698
Colquitt County,05/02/2020,May 02,706
Colquitt County,05/09/2020,May 09,617
Colquitt County,05/16/2020,May 16,519
Colquitt County,05/23/2020,May 23,519
Colquitt County,05/30/2020,May 30,440
Colquitt County,06/06/2020,Jun 06,352
Colquitt County,06/13/2020,Jun 13,348
Colquitt County,06/20/2020,Jun 20,314
Colquitt County,06/27/2020,Jun 27,252
Colquitt County,07/04/2020,Jul 04,284
Colquitt County,07/11/2020,Jul 11,391
Colquitt County,07/18/2020,Jul 18,379
Colquitt County,07/25/2020,Jul 25,233
Columbia County,03/07/2020,Mar 07,51
Columbia County,03/14/2020,Mar 14,33
Columbia County,03/21/2020,Mar 21,59
Columbia County,03/28/2020,Mar 28,1190
Columbia County,04/04/2020,Apr 04,3882
Columbia County,04/11/2020,Apr 11,2974
Columbia County,04/18/2020,Apr 18,2371
Columbia County,04/25/2020,Apr 25,2459
Columbia County,05/02/2020,May 02,1964
Columbia County,05/09/2020,May 09,2094
Columbia County,05/16/2020,May 16,1416
Columbia County,05/23/2020,May 23,1408
Columbia County,05/30/2020,May 30,1212
Columbia County,06/06/2020,Jun 06,1423
Columbia County,06/13/2020,Jun 13,1502
Columbia County,06/20/2020,Jun 20,1093
Columbia County,06/27/2020,Jun 27,870
Columbia County,07/04/2020,Jul 04,855
Columbia County,07/11/2020,Jul 11,1068
Columbia County,07/18/2020,Jul 18,1128
Columbia County,07/25/2020,Jul 25,693
Cook County,03/07/2020,Mar 07,5
Cook County,03/14/2020,Mar 14,5
Cook County,03/21/2020,Mar 21,6
Cook County,03/28/2020,Mar 28,155
Cook County,04/04/2020,Apr 04,349
Cook County,04/11/2020,Apr 11,383
Cook County,04/18/2020,Apr 18,273
Cook County,04/25/2020,Apr 25,280
Cook County,05/02/2020,May 02,311
Cook County,05/09/2020,May 09,265
Cook County,05/16/2020,May 16,227
Cook County,05/23/2020,May 23,191
Cook County,05/30/2020,May 30,205
Cook County,06/06/2020,Jun 06,171
Cook County,06/13/2020,Jun 13,200
Cook County,06/20/2020,Jun 20,196
Cook County,06/27/2020,Jun 27,177
Cook County,07/04/2020,Jul 04,142
Cook County,07/11/2020,Jul 11,292
Cook County,07/18/2020,Jul 18,213
Cook County,07/25/2020,Jul 25,155
Coweta County,03/07/2020,Mar 07,50
Coweta County,03/14/2020,Mar 14,55
Coweta County,03/21/2020,Mar 21,251
Coweta County,03/28/2020,Mar 28,1880
Coweta County,04/04/2020,Apr 04,5209
Coweta County,04/11/2020,Apr 11,4439
Coweta County,04/18/2020,Apr 18,3758
Coweta County,04/25/2020,Apr 25,3457
Coweta County,05/02/2020,May 02,3782
Coweta County,05/09/2020,May 09,3540
Coweta County,05/16/2020,May 16,2792
Coweta County,05/23/2020,May 23,2702
Coweta County,05/30/2020,May 30,2088
Coweta County,06/06/2020,Jun 06,1778
Coweta County,06/13/2020,Jun 13,1774
Coweta County,06/20/2020,Jun 20,1724
Coweta County,06/27/2020,Jun 27,1550
Coweta County,07/04/2020,Jul 04,1329
Coweta County,07/11/2020,Jul 11,1599
Coweta County,07/18/2020,Jul 18,1720
Coweta County,07/25/2020,Jul 25,1322
Crawford County,03/07/2020,Mar 07,6
Crawford County,03/14/2020,Mar 14,1
Crawford County,03/21/2020,Mar 21,11
Crawford County,03/28/2020,Mar 28,85
Crawford County,04/04/2020,Apr 04,260
Crawford County,04/11/2020,Apr 11,258
Crawford County,04/18/2020,Apr 18,163
Crawford County,04/25/2020,Apr 25,164
Crawford County,05/02/2020,May 02,169
Crawford County,05/09/2020,May 09,163
Crawford County,05/16/2020,May 16,173
Crawford County,05/23/2020,May 23,121
Crawford County,05/30/2020,May 30,92
Crawford County,06/06/2020,Jun 06,122
Crawford County,06/13/2020,Jun 13,91
Crawford County,06/20/2020,Jun 20,119
Crawford County,06/27/2020,Jun 27,92
Crawford County,07/04/2020,Jul 04,91
Crawford County,07/11/2020,Jul 11,125
Crawford County,07/18/2020,Jul 18,113
Crawford County,07/25/2020,Jul 25,69
Crisp County,03/07/2020,Mar 07,24
Crisp County,03/14/2020,Mar 14,26
Crisp County,03/21/2020,Mar 21,15
Crisp County,03/28/2020,Mar 28,251
Crisp County,04/04/2020,Apr 04,795
Crisp County,04/11/2020,Apr 11,662
Crisp County,04/18/2020,Apr 18,578
Crisp County,04/25/2020,Apr 25,615
Crisp County,05/02/2020,May 02,533
Crisp County,05/09/2020,May 09,582
Crisp County,05/16/2020,May 16,450
Crisp County,05/23/2020,May 23,640
Crisp County,05/30/2020,May 30,478
Crisp County,06/06/2020,Jun 06,521
Crisp County,06/13/2020,Jun 13,398
Crisp County,06/20/2020,Jun 20,432
Crisp County,06/27/2020,Jun 27,454
Crisp County,07/04/2020,Jul 04,364
Crisp County,07/11/2020,Jul 11,488
Crisp County,07/18/2020,Jul 18,394
Crisp County,07/25/2020,Jul 25,480
Dade County,03/07/2020,Mar 07,2
Dade County,03/14/2020,Mar 14,0
Dade County,03/21/2020,Mar 21,6
Dade County,03/28/2020,Mar 28,68
Dade County,04/04/2020,Apr 04,254
Dade County,04/11/2020,Apr 11,253
Dade County,04/18/2020,Apr 18,176
Dade County,04/25/2020,Apr 25,201
Dade County,05/02/2020,May 02,170
Dade County,05/09/2020,May 09,155
Dade County,05/16/2020,May 16,189
Dade County,05/23/2020,May 23,168
Dade County,05/30/2020,May 30,108
Dade County,06/06/2020,Jun 06,180
Dade County,06/13/2020,Jun 13,106
Dade County,06/20/2020,Jun 20,122
Dade County,06/27/2020,Jun 27,181
Dade County,07/04/2020,Jul 04,74
Dade County,07/11/2020,Jul 11,186
Dade County,07/18/2020,Jul 18,98
Dade County,07/25/2020,Jul 25,106
Dawson County,03/07/2020,Mar 07,8
Dawson County,03/14/2020,Mar 14,13
Dawson County,03/21/2020,Mar 21,15
Dawson County,03/28/2020,Mar 28,426
Dawson County,04/04/2020,Apr 04,978
Dawson County,04/11/2020,Apr 11,716
Dawson County,04/18/2020,Apr 18,741
Dawson County,04/25/2020,Apr 25,755
Dawson County,05/02/2020,May 02,596
Dawson County,05/09/2020,May 09,601
Dawson County,05/16/2020,May 16,442
Dawson County,05/23/2020,May 23,388
Dawson County,05/30/2020,May 30,342
Dawson County,06/06/2020,Jun 06,315
Dawson County,06/13/2020,Jun 13,253
Dawson County,06/20/2020,Jun 20,266
Dawson County,06/27/2020,Jun 27,219
Dawson County,07/04/2020,Jul 04,178
Dawson County,07/11/2020,Jul 11,211
Dawson County,07/18/2020,Jul 18,189
Dawson County,07/25/2020,Jul 25,143
Decatur County,03/07/2020,Mar 07,7
Decatur County,03/14/2020,Mar 14,11
Decatur County,03/21/2020,Mar 21,25
Decatur County,03/28/2020,Mar 28,121
Decatur County,04/04/2020,Apr 04,630
Decatur County,04/11/2020,Apr 11,371
Decatur County,04/18/2020,Apr 18,472
Decatur County,04/25/2020,Apr 25,428
Decatur County,05/02/2020,May 02,356
Decatur County,05/09/2020,May 09,338
Decatur County,05/16/2020,May 16,304
Decatur County,05/23/2020,May 23,261
Decatur County,05/30/2020,May 30,279
Decatur County,06/06/2020,Jun 06,282
Decatur County,06/13/2020,Jun 13,316
Decatur County,06/20/2020,Jun 20,264
Decatur County,06/27/2020,Jun 27,263
Decatur County,07/04/2020,Jul 04,228
Decatur County,07/11/2020,Jul 11,360
Decatur County,07/18/2020,Jul 18,304
Decatur County,07/25/2020,Jul 25,169
DeKalb County,03/07/2020,Mar 07,374
DeKalb County,03/14/2020,Mar 14,380
DeKalb County,03/21/2020,Mar 21,1394
DeKalb County,03/28/2020,Mar 28,12259
DeKalb County,04/04/2020,Apr 04,32197
DeKalb County,04/11/2020,Apr 11,22705
DeKalb County,04/18/2020,Apr 18,16652
DeKalb County,04/25/2020,Apr 25,20460
DeKalb County,05/02/2020,May 02,17598
DeKalb County,05/09/2020,May 09,19981
DeKalb County,05/16/2020,May 16,14572
DeKalb County,05/23/2020,May 23,13333
DeKalb County,05/30/2020,May 30,12450
DeKalb County,06/06/2020,Jun 06,11891
DeKalb County,06/13/2020,Jun 13,11389
DeKalb County,06/20/2020,Jun 20,12075
DeKalb County,06/27/2020,Jun 27,10734
DeKalb County,07/04/2020,Jul 04,9667
DeKalb County,07/11/2020,Jul 11,13244
DeKalb County,07/18/2020,Jul 18,10837
DeKalb County,07/25/2020,Jul 25,7589
Dodge County,03/07/2020,Mar 07,7
Dodge County,03/14/2020,Mar 14,15
Dodge County,03/21/2020,Mar 21,5
Dodge County,03/28/2020,Mar 28,72
Dodge County,04/04/2020,Apr 04,233
Dodge County,04/11/2020,Apr 11,226
Dodge County,04/18/2020,Apr 18,197
Dodge County,04/25/2020,Apr 25,180
Dodge County,05/02/2020,May 02,240
Dodge County,05/09/2020,May 09,272
Dodge County,05/16/2020,May 16,236
Dodge County,05/23/2020,May 23,308
Dodge County,05/30/2020,May 30,120
Dodge County,06/06/2020,Jun 06,165
Dodge County,06/13/2020,Jun 13,148
Dodge County,06/20/2020,Jun 20,141
Dodge County,06/27/2020,Jun 27,130
Dodge County,07/04/2020,Jul 04,143
Dodge County,07/11/2020,Jul 11,186
Dodge County,07/18/2020,Jul 18,163
Dodge County,07/25/2020,Jul 25,90
Dooly County,03/07/2020,Mar 07,6
Dooly County,03/14/2020,Mar 14,4
Dooly County,03/21/2020,Mar 21,2
Dooly County,03/28/2020,Mar 28,55
Dooly County,04/04/2020,Apr 04,155
Dooly County,04/11/2020,Apr 11,186
Dooly County,04/18/2020,Apr 18,119
Dooly County,04/25/2020,Apr 25,128
Dooly County,05/02/2020,May 02,123
Dooly County,05/09/2020,May 09,132
Dooly County,05/16/2020,May 16,102
Dooly County,05/23/2020,May 23,126
Dooly County,05/30/2020,May 30,62
Dooly County,06/06/2020,Jun 06,104
Dooly County,06/13/2020,Jun 13,84
Dooly County,06/20/2020,Jun 20,81
Dooly County,06/27/2020,Jun 27,81
Dooly County,07/04/2020,Jul 04,103
Dooly County,07/11/2020,Jul 11,144
Dooly County,07/18/2020,Jul 18,104
Dooly County,07/25/2020,Jul 25,50
Dougherty County,03/07/2020,Mar 07,48
Dougherty County,03/14/2020,Mar 14,111
Dougherty County,03/21/2020,Mar 21,67
Dougherty County,03/28/2020,Mar 28,1066
Dougherty County,04/04/2020,Apr 04,2831
Dougherty County,04/11/2020,Apr 11,1973
Dougherty County,04/18/2020,Apr 18,1723
Dougherty County,04/25/2020,Apr 25,2208
Dougherty County,05/02/2020,May 02,1600
Dougherty County,05/09/2020,May 09,1667
Dougherty County,05/16/2020,May 16,1427
Dougherty County,05/23/2020,May 23,1309
Dougherty County,05/30/2020,May 30,1077
Dougherty County,06/06/2020,Jun 06,1062
Dougherty County,06/13/2020,Jun 13,1076
Dougherty County,06/20/2020,Jun 20,1245
Dougherty County,06/27/2020,Jun 27,1202
Dougherty County,07/04/2020,Jul 04,1155
Dougherty County,07/11/2020,Jul 11,1515
Dougherty County,07/18/2020,Jul 18,1605
Dougherty County,07/25/2020,Jul 25,813
Douglas County,03/07/2020,Mar 07,66
Douglas County,03/14/2020,Mar 14,59
Douglas County,03/21/2020,Mar 21,140
Douglas County,03/28/2020,Mar 28,2053
Douglas County,04/04/2020,Apr 04,6234
Douglas County,04/11/2020,Apr 11,4372
Douglas County,04/18/2020,Apr 18,3589
Douglas County,04/25/2020,Apr 25,3927
Douglas County,05/02/2020,May 02,3643
Douglas County,05/09/2020,May 09,4350
Douglas County,05/16/2020,May 16,2891
Douglas County,05/23/2020,May 23,2885
Douglas County,05/30/2020,May 30,2891
Douglas County,06/06/2020,Jun 06,2062
Douglas County,06/13/2020,Jun 13,2374
Douglas County,06/20/2020,Jun 20,2015
Douglas County,06/27/2020,Jun 27,1926
Douglas County,07/04/2020,Jul 04,1526
Douglas County,07/11/2020,Jul 11,1992
Douglas County,07/18/2020,Jul 18,1730
Douglas County,07/25/2020,Jul 25,1423
Early County,03/07/2020,Mar 07,1
Early County,03/14/2020,Mar 14,1
Early County,03/21/2020,Mar 21,3
Early County,03/28/2020,Mar 28,35
Early County,04/04/2020,Apr 04,109
Early County,04/11/2020,Apr 11,128
Early County,04/18/2020,Apr 18,85
Early County,04/25/2020,Apr 25,113
Early County,05/02/2020,May 02,113
Early County,05/09/2020,May 09,123
Early County,05/16/2020,May 16,105
Early County,05/23/2020,May 23,94
Early County,05/30/2020,May 30,98
Early County,06/06/2020,Jun 06,98
Early County,06/13/2020,Jun 13,99
Early County,06/20/2020,Jun 20,104
Early County,06/27/2020,Jun 27,97
Early County,07/04/2020,Jul 04,90
Early County,07/11/2020,Jul 11,136
Early County,07/18/2020,Jul 18,123
Early County,07/25/2020,Jul 25,70
Echols County,03/07/2020,Mar 07,0
Echols County,03/14/2020,Mar 14,0
Echols County,03/21/2020,Mar 21,1
Echols County,03/28/2020,Mar 28,15
Echols County,04/04/2020,Apr 04,67
Echols County,04/11/2020,Apr 11,73
Echols County,04/18/2020,Apr 18,54
Echols County,04/25/2020,Apr 25,69
Echols County,05/02/2020,May 02,53
Echols County,05/09/2020,May 09,54
Echols County,05/16/2020,May 16,44
Echols County,05/23/2020,May 23,45
Echols County,05/30/2020,May 30,40
Echols County,06/06/2020,Jun 06,34
Echols County,06/13/2020,Jun 13,43
Echols County,06/20/2020,Jun 20,34
Echols County,06/27/2020,Jun 27,33
Echols County,07/04/2020,Jul 04,38
Echols County,07/11/2020,Jul 11,44
Echols County,07/18/2020,Jul 18,40
Echols County,07/25/2020,Jul 25,26
Effingham County,03/07/2020,Mar 07,12
Effingham County,03/14/2020,Mar 14,18
Effingham County,03/21/2020,Mar 21,73
Effingham County,03/28/2020,Mar 28,448
Effingham County,04/04/2020,Apr 04,1880
Effingham County,04/11/2020,Apr 11,1571
Effingham County,04/18/2020,Apr 18,1412
Effingham County,04/25/2020,Apr 25,1176
Effingham County,05/02/2020,May 02,1069
Effingham County,05/09/2020,May 09,1112
Effingham County,05/16/2020,May 16,932
Effingham County,05/23/2020,May 23,765
Effingham County,05/30/2020,May 30,725
Effingham County,06/06/2020,Jun 06,513
Effingham County,06/13/2020,Jun 13,566
Effingham County,06/20/2020,Jun 20,566
Effingham County,06/27/2020,Jun 27,477
Effingham County,07/04/2020,Jul 04,390
Effingham County,07/11/2020,Jul 11,476
Effingham County,07/18/2020,Jul 18,385
Effingham County,07/25/2020,Jul 25,286
Elbert County,03/07/2020,Mar 07,7
Elbert County,03/14/2020,Mar 14,13
Elbert County,03/21/2020,Mar 21,11
Elbert County,03/28/2020,Mar 28,80
Elbert County,04/04/2020,Apr 04,350
Elbert County,04/11/2020,Apr 11,557
Elbert County,04/18/2020,Apr 18,402
Elbert County,04/25/2020,Apr 25,352
Elbert County,05/02/2020,May 02,291
Elbert County,05/09/2020,May 09,320
Elbert County,05/16/2020,May 16,248
Elbert County,05/23/2020,May 23,278
Elbert County,05/30/2020,May 30,250
Elbert County,06/06/2020,Jun 06,249
Elbert County,06/13/2020,Jun 13,190
Elbert County,06/20/2020,Jun 20,153
Elbert County,06/27/2020,Jun 27,149
Elbert County,07/04/2020,Jul 04,130
Elbert County,07/11/2020,Jul 11,141
Elbert County,07/18/2020,Jul 18,142
Elbert County,07/25/2020,Jul 25,101
Emanuel County,03/07/2020,Mar 07,18
Emanuel County,03/14/2020,Mar 14,24
Emanuel County,03/21/2020,Mar 21,27
Emanuel County,03/28/2020,Mar 28,69
Emanuel County,04/04/2020,Apr 04,308
Emanuel County,04/11/2020,Apr 11,382
Emanuel County,04/18/2020,Apr 18,234
Emanuel County,04/25/2020,Apr 25,281
Emanuel County,05/02/2020,May 02,216
Emanuel County,05/09/2020,May 09,250
Emanuel County,05/16/2020,May 16,235
Emanuel County,05/23/2020,May 23,220
Emanuel County,05/30/2020,May 30,164
Emanuel County,06/06/2020,Jun 06,194
Emanuel County,06/13/2020,Jun 13,248
Emanuel County,06/20/2020,Jun 20,315
Emanuel County,06/27/2020,Jun 27,335
Emanuel County,07/04/2020,Jul 04,282
Emanuel County,07/11/2020,Jul 11,303
Emanuel County,07/18/2020,Jul 18,261
Emanuel County,07/25/2020,Jul 25,164
Evans County,03/07/2020,Mar 07,11
Evans County,03/14/2020,Mar 14,6
Evans County,03/21/2020,Mar 21,5
Evans County,03/28/2020,Mar 28,45
Evans County,04/04/2020,Apr 04,171
Evans County,04/11/2020,Apr 11,183
Evans County,04/18/2020,Apr 18,127
Evans County,04/25/2020,Apr 25,177
Evans County,05/02/2020,May 02,127
Evans County,05/09/2020,May 09,151
Evans County,05/16/2020,May 16,150
Evans County,05/23/2020,May 23,133
Evans County,05/30/2020,May 30,90
Evans County,06/06/2020,Jun 06,73
Evans County,06/13/2020,Jun 13,94
Evans County,06/20/2020,Jun 20,79
Evans County,06/27/2020,Jun 27,69
Evans County,07/04/2020,Jul 04,102
Evans County,07/11/2020,Jul 11,78
Evans County,07/18/2020,Jul 18,74
Evans County,07/25/2020,Jul 25,47
Fannin County,03/07/2020,Mar 07,23
Fannin County,03/14/2020,Mar 14,18
Fannin County,03/21/2020,Mar 21,47
Fannin County,03/28/2020,Mar 28,320
Fannin County,04/04/2020,Apr 04,860
Fannin County,04/11/2020,Apr 11,620
Fannin County,04/18/2020,Apr 18,450
Fannin County,04/25/2020,Apr 25,480
Fannin County,05/02/2020,May 02,430
Fannin County,05/09/2020,May 09,524
Fannin County,05/16/2020,May 16,315
Fannin County,05/23/2020,May 23,268
Fannin County,05/30/2020,May 30,289
Fannin County,06/06/2020,Jun 06,229
Fannin County,06/13/2020,Jun 13,209
Fannin County,06/20/2020,Jun 20,167
Fannin County,06/27/2020,Jun 27,172
Fannin County,07/04/2020,Jul 04,128
Fannin County,07/11/2020,Jul 11,233
Fannin County,07/18/2020,Jul 18,202
Fannin County,07/25/2020,Jul 25,116
Fayette County,03/07/2020,Mar 07,28
Fayette County,03/14/2020,Mar 14,51
Fayette County,03/21/2020,Mar 21,146
Fayette County,03/28/2020,Mar 28,1537
Fayette County,04/04/2020,Apr 04,4706
Fayette County,04/11/2020,Apr 11,3963
Fayette County,04/18/2020,Apr 18,3078
Fayette County,04/25/2020,Apr 25,3239
Fayette County,05/02/2020,May 02,3412
Fayette County,05/09/2020,May 09,3597
Fayette County,05/16/2020,May 16,2505
Fayette County,05/23/2020,May 23,2382
Fayette County,05/30/2020,May 30,2172
Fayette County,06/06/2020,Jun 06,1843
Fayette County,06/13/2020,Jun 13,1776
Fayette County,06/20/2020,Jun 20,1615
Fayette County,06/27/2020,Jun 27,1570
Fayette County,07/04/2020,Jul 04,1369
Fayette County,07/11/2020,Jul 11,1614
Fayette County,07/18/2020,Jul 18,1441
Fayette County,07/25/2020,Jul 25,1146
Floyd County,03/07/2020,Mar 07,62
Floyd County,03/14/2020,Mar 14,45
Floyd County,03/21/2020,Mar 21,100
Floyd County,03/28/2020,Mar 28,1044
Floyd County,04/04/2020,Apr 04,3865
Floyd County,04/11/2020,Apr 11,3142
Floyd County,04/18/2020,Apr 18,2898
Floyd County,04/25/2020,Apr 25,2218
Floyd County,05/02/2020,May 02,1906
Floyd County,05/09/2020,May 09,2138
Floyd County,05/16/2020,May 16,1409
Floyd County,05/23/2020,May 23,1426
Floyd County,05/30/2020,May 30,1567
Floyd County,06/06/2020,Jun 06,1086
Floyd County,06/13/2020,Jun 13,1243
Floyd County,06/20/2020,Jun 20,833
Floyd County,06/27/2020,Jun 27,988
Floyd County,07/04/2020,Jul 04,857
Floyd County,07/11/2020,Jul 11,1131
Floyd County,07/18/2020,Jul 18,1176
Floyd County,07/25/2020,Jul 25,785
Forsyth County,03/07/2020,Mar 07,52
Forsyth County,03/14/2020,Mar 14,51
Forsyth County,03/21/2020,Mar 21,191
Forsyth County,03/28/2020,Mar 28,2349
Forsyth County,04/04/2020,Apr 04,6767
Forsyth County,04/11/2020,Apr 11,4836
Forsyth County,04/18/2020,Apr 18,4100
Forsyth County,04/25/2020,Apr 25,5753
Forsyth County,05/02/2020,May 02,4687
Forsyth County,05/09/2020,May 09,4369
Forsyth County,05/16/2020,May 16,3850
Forsyth County,05/23/2020,May 23,2419
Forsyth County,05/30/2020,May 30,2570
Forsyth County,06/06/2020,Jun 06,2436
Forsyth County,06/13/2020,Jun 13,2248
Forsyth County,06/20/2020,Jun 20,1720
Forsyth County,06/27/2020,Jun 27,1339
Forsyth County,07/04/2020,Jul 04,1279
Forsyth County,07/11/2020,Jul 11,1553
Forsyth County,07/18/2020,Jul 18,1204
Forsyth County,07/25/2020,Jul 25,935
Franklin County,03/07/2020,Mar 07,9
Franklin County,03/14/2020,Mar 14,13
Franklin County,03/21/2020,Mar 21,16
Franklin County,03/28/2020,Mar 28,136
Franklin County,04/04/2020,Apr 04,711
Franklin County,04/11/2020,Apr 11,663
Franklin County,04/18/2020,Apr 18,665
Franklin County,04/25/2020,Apr 25,536
Franklin County,05/02/2020,May 02,551
Franklin County,05/09/2020,May 09,588
Franklin County,05/16/2020,May 16,464
Franklin County,05/23/2020,May 23,465
Franklin County,05/30/2020,May 30,417
Franklin County,06/06/2020,Jun 06,292
Franklin County,06/13/2020,Jun 13,268
Franklin County,06/20/2020,Jun 20,245
Franklin County,06/27/2020,Jun 27,268
Franklin County,07/04/2020,Jul 04,232
Franklin County,07/11/2020,Jul 11,258
Franklin County,07/18/2020,Jul 18,231
Franklin County,07/25/2020,Jul 25,178
Fulton County,03/07/2020,Mar 07,420
Fulton County,03/14/2020,Mar 14,498
Fulton County,03/21/2020,Mar 21,2201
Fulton County,03/28/2020,Mar 28,20249
Fulton County,04/04/2020,Apr 04,48589
Fulton County,04/11/2020,Apr 11,39616
Fulton County,04/18/2020,Apr 18,28670
Fulton County,04/25/2020,Apr 25,36662
Fulton County,05/02/2020,May 02,30351
Fulton County,05/09/2020,May 09,33068
Fulton County,05/16/2020,May 16,24780
Fulton County,05/23/2020,May 23,22188
Fulton County,05/30/2020,May 30,18521
Fulton County,06/06/2020,Jun 06,18078
Fulton County,06/13/2020,Jun 13,17625
Fulton County,06/20/2020,Jun 20,18058
Fulton County,06/27/2020,Jun 27,16665
Fulton County,07/04/2020,Jul 04,15768
Fulton County,07/11/2020,Jul 11,21444
Fulton County,07/18/2020,Jul 18,19757
Fulton County,07/25/2020,Jul 25,12364
Gilmer County,03/07/2020,Mar 07,8
Gilmer County,03/14/2020,Mar 14,20
Gilmer County,03/21/2020,Mar 21,39
Gilmer County,03/28/2020,Mar 28,257
Gilmer County,04/04/2020,Apr 04,813
Gilmer County,04/11/2020,Apr 11,667
Gilmer County,04/18/2020,Apr 18,587
Gilmer County,04/25/2020,Apr 25,505
Gilmer County,05/02/2020,May 02,576
Gilmer County,05/09/2020,May 09,613
Gilmer County,05/16/2020,May 16,335
Gilmer County,05/23/2020,May 23,332
Gilmer County,05/30/2020,May 30,293
Gilmer County,06/06/2020,Jun 06,217
Gilmer County,06/13/2020,Jun 13,240
Gilmer County,06/20/2020,Jun 20,275
Gilmer County,06/27/2020,Jun 27,229
Gilmer County,07/04/2020,Jul 04,156
Gilmer County,07/11/2020,Jul 11,201
Gilmer County,07/18/2020,Jul 18,176
Gilmer County,07/25/2020,Jul 25,139
Glascock County,03/07/2020,Mar 07,2
Glascock County,03/14/2020,Mar 14,0
Glascock County,03/21/2020,Mar 21,1
Glascock County,03/28/2020,Mar 28,15
Glascock County,04/04/2020,Apr 04,35
Glascock County,04/11/2020,Apr 11,50
Glascock County,04/18/2020,Apr 18,47
Glascock County,04/25/2020,Apr 25,46
Glascock County,05/02/2020,May 02,77
Glascock County,05/09/2020,May 09,52
Glascock County,05/16/2020,May 16,27
Glascock County,05/23/2020,May 23,44
Glascock County,05/30/2020,May 30,32
Glascock County,06/06/2020,Jun 06,39
Glascock County,06/13/2020,Jun 13,48
Glascock County,06/20/2020,Jun 20,58
Glascock County,06/27/2020,Jun 27,36
Glascock County,07/04/2020,Jul 04,25
Glascock County,07/11/2020,Jul 11,32
Glascock County,07/18/2020,Jul 18,34
Glascock County,07/25/2020,Jul 25,26
Glynn County,03/07/2020,Mar 07,27
Glynn County,03/14/2020,Mar 14,35
Glynn County,03/21/2020,Mar 21,57
Glynn County,03/28/2020,Mar 28,1110
Glynn County,04/04/2020,Apr 04,4186
Glynn County,04/11/2020,Apr 11,2973
Glynn County,04/18/2020,Apr 18,1961
Glynn County,04/25/2020,Apr 25,2168
Glynn County,05/02/2020,May 02,1740
Glynn County,05/09/2020,May 09,2980
Glynn County,05/16/2020,May 16,1365
Glynn County,05/23/2020,May 23,1239
Glynn County,05/30/2020,May 30,1268
Glynn County,06/06/2020,Jun 06,881
