Area,Date,Claims,FebLaborForce,CumClaims,PctFebLabor
Coastal,05/09/2020,17279,333354.0,130866,39.3
Coastal,05/16/2020,12666,333354.0,143532,43.1
Coastal,05/23/2020,11983,333354.0,155515,46.7
Coastal,05/30/2020,10365,333354.0,165880,49.8
Georgia Mountains,03/07/2020,213,356041.0,213,0.1
Georgia Mountains,03/14/2020,485,356041.0,698,0.2
Georgia Mountains,03/21/2020,522,356041.0,1220,0.3
Georgia Mountains,03/28/2020,7131,356041.0,8351,2.3
Georgia Mountains,04/04/2020,22258,356041.0,30609,8.6
Georgia Mountains,04/11/2020,15902,356041.0,46511,13.1
Georgia Mountains,04/18/2020,14568,356041.0,61079,17.2
Georgia Mountains,04/25/2020,15728,356041.0,76807,21.6
Georgia Mountains,05/02/2020,13673,356041.0,90480,25.4
Georgia Mountains,05/09/2020,13250,356041.0,103730,29.1
Georgia Mountains,05/16/2020,10391,356041.0,114121,32.1
Georgia Mountains,05/23/2020,8200,356041.0,122321,34.4
Georgia Mountains,05/30/2020,7817,356041.0,130138,36.6
Heart of Georgia,03/07/2020,159,118226.0,159,0.1
Heart of Georgia,03/14/2020,208,118226.0,367,0.3
Heart of Georgia,03/21/2020,152,118226.0,519,0.4
Heart of Georgia,03/28/2020,1490,118226.0,2009,1.7
Heart of Georgia,04/04/2020,4899,118226.0,6908,5.8
Heart of Georgia,04/11/2020,4848,118226.0,11756,9.9
Heart of Georgia,04/18/2020,4446,118226.0,16202,13.7
Heart of Georgia,04/25/2020,4003,118226.0,20205,17.1
Heart of Georgia,05/02/2020,3427,118226.0,23632,20.0
Heart of Georgia,05/09/2020,3570,118226.0,27202,23.0
Heart of Georgia,05/16/2020,3031,118226.0,30233,25.6
Heart of Georgia,05/23/2020,3418,118226.0,33651,28.5
Heart of Georgia,05/30/2020,2157,118226.0,35808,30.3
Middle Georgia,03/07/2020,175,221940.0,175,0.1
Middle Georgia,03/14/2020,189,221940.0,364,0.2
Middle Georgia,03/21/2020,349,221940.0,713,0.3
Middle Georgia,03/28/2020,4947,221940.0,5660,2.6
Middle Georgia,04/04/2020,13166,221940.0,18826,8.5
Middle Georgia,04/11/2020,11347,221940.0,30173,13.6
Middle Georgia,04/18/2020,8144,221940.0,38317,17.3
Middle Georgia,04/25/2020,9301,221940.0,47618,21.5
Middle Georgia,05/02/2020,7833,221940.0,55451,25.0
Middle Georgia,05/09/2020,8409,221940.0,63860,28.8
Middle Georgia,05/16/2020,6142,221940.0,70002,31.5
Middle Georgia,05/23/2020,6164,221940.0,76166,34.3
Middle Georgia,05/30/2020,4815,221940.0,80981,36.5
Northeast,03/07/2020,204,309471.0,204,0.1
Northeast,03/14/2020,316,309471.0,520,0.2
Northeast,03/21/2020,785,309471.0,1305,0.4
Northeast,03/28/2020,8011,309471.0,9316,3.0
Northeast,04/04/2020,20032,309471.0,29348,9.5
Northeast,04/11/2020,17546,309471.0,46894,15.2
Northeast,04/18/2020,14403,309471.0,61297,19.8
Northeast,04/25/2020,15482,309471.0,76779,24.8
Northeast,05/02/2020,12325,309471.0,89104,28.8
Northeast,05/09/2020,13887,309471.0,102991,33.3
Northeast,05/16/2020,10351,309471.0,113342,36.6
Northeast,05/23/2020,10014,309471.0,123356,39.9
Northeast,05/30/2020,8575,309471.0,131931,42.6
Northwest,03/07/2020,447,426712.0,447,0.1
Northwest,03/14/2020,478,426712.0,925,0.2
Northwest,03/21/2020,859,426712.0,1784,0.4
Northwest,03/28/2020,8371,426712.0,10155,2.4
Northwest,04/04/2020,27968,426712.0,38123,8.9
Northwest,04/11/2020,25845,426712.0,63968,15.0
Northwest,04/18/2020,28439,426712.0,92407,21.7
Northwest,04/25/2020,21873,426712.0,114280,26.8
Northwest,05/02/2020,18260,426712.0,132540,31.1
Northwest,05/09/2020,20704,426712.0,153244,35.9
Northwest,05/16/2020,12654,426712.0,165898,38.9
Northwest,05/23/2020,11802,426712.0,177700,41.6
Northwest,05/30/2020,13060,426712.0,190760,44.7
River Valley,03/07/2020,150,148819.0,150,0.1
River Valley,03/14/2020,241,148819.0,391,0.3
River Valley,03/21/2020,184,148819.0,575,0.4
River Valley,03/28/2020,3465,148819.0,4040,2.7
River Valley,04/04/2020,9743,148819.0,13783,9.3
River Valley,04/11/2020,8101,148819.0,21884,14.7
River Valley,04/18/2020,6250,148819.0,28134,18.9
River Valley,04/25/2020,6905,148819.0,35039,23.5
River Valley,05/02/2020,5703,148819.0,40742,27.4
River Valley,05/09/2020,6260,148819.0,47002,31.6
River Valley,05/16/2020,4821,148819.0,51823,34.8
River Valley,05/23/2020,5350,148819.0,57173,38.4
River Valley,05/30/2020,4223,148819.0,61396,41.3
Southern,03/07/2020,254,182077.0,254,0.1
Southern,03/14/2020,207,182077.0,461,0.3
Southern,03/21/2020,225,182077.0,686,0.4
Southern,03/28/2020,2775,182077.0,3461,1.9
Southern,04/04/2020,10628,182077.0,14089,7.7
Southern,04/11/2020,9907,182077.0,23996,13.2
Southern,04/18/2020,9339,182077.0,33335,18.3
Southern,04/25/2020,9142,182077.0,42477,23.3
Southern,05/02/2020,7660,182077.0,50137,27.5
Southern,05/09/2020,7121,182077.0,57258,31.4
Southern,05/16/2020,5770,182077.0,63028,34.6
Southern,05/23/2020,5879,182077.0,68907,37.8
Southern,05/30/2020,5247,182077.0,74154,40.7
Southwest,03/07/2020,161,150538.0,161,0.1
Southwest,03/14/2020,237,150538.0,398,0.3
Southwest,03/21/2020,210,150538.0,608,0.4
Southwest,03/28/2020,2962,150538.0,3570,2.4
Southwest,04/04/2020,8546,150538.0,12116,8.0
Southwest,04/11/2020,6529,150538.0,18645,12.4
Southwest,04/18/2020,5829,150538.0,24474,16.3
Southwest,04/25/2020,6666,150538.0,31140,20.7
Southwest,05/02/2020,5302,150538.0,36442,24.2
Southwest,05/09/2020,5254,150538.0,41696,27.7
Southwest,05/16/2020,4510,150538.0,46206,30.7
Southwest,05/23/2020,4129,150538.0,50335,33.4
Southwest,05/30/2020,3431,150538.0,53766,35.7
Three Rivers,03/07/2020,236,253551.0,236,0.1
Three Rivers,03/14/2020,317,253551.0,553,0.2
Three Rivers,03/21/2020,528,253551.0,1081,0.4
Three Rivers,03/28/2020,5395,253551.0,6476,2.6
Three Rivers,04/04/2020,17227,253551.0,23703,9.3
Three Rivers,04/11/2020,15879,253551.0,39582,15.6
Three Rivers,04/18/2020,12660,253551.0,52242,20.6
Three Rivers,04/25/2020,12658,253551.0,64900,25.6
Three Rivers,05/02/2020,12138,253551.0,77038,30.4
Three Rivers,05/09/2020,10968,253551.0,88006,34.7
Three Rivers,05/16/2020,8387,253551.0,96393,38.0
Three Rivers,05/23/2020,8182,253551.0,104575,41.2
Three Rivers,05/30/2020,7859,253551.0,112434,44.3
"Albany, GA",03/07/2020,79,66505.0,79,0.1
"Albany, GA",03/14/2020,158,66505.0,237,0.4
"Albany, GA",03/21/2020,103,66505.0,340,0.5
"Albany, GA",03/28/2020,1832,66505.0,2172,3.3
"Albany, GA",04/04/2020,4637,66505.0,6809,10.2
"Albany, GA",04/11/2020,3454,66505.0,10263,15.4
"Albany, GA",04/18/2020,2997,66505.0,13260,19.9
"Albany, GA",04/25/2020,3724,66505.0,16984,25.5
"Albany, GA",05/02/2020,2709,66505.0,19693,29.6
"Albany, GA",05/09/2020,2803,66505.0,22496,33.8
"Albany, GA",05/16/2020,2310,66505.0,24806,37.3
"Albany, GA",05/23/2020,2116,66505.0,26922,40.5
"Albany, GA",05/30/2020,1742,66505.0,28664,43.1
"Americus, GA",03/07/2020,14,15314.0,14,0.1
"Americus, GA",03/14/2020,41,15314.0,55,0.4
"Americus, GA",03/21/2020,17,15314.0,72,0.5
"Americus, GA",03/28/2020,147,15314.0,219,1.4
"Americus, GA",04/04/2020,618,15314.0,837,5.5
"Americus, GA",04/11/2020,525,15314.0,1362,8.9
"Americus, GA",04/18/2020,481,15314.0,1843,12.0
"Americus, GA",04/25/2020,467,15314.0,2310,15.1
"Americus, GA",05/02/2020,361,15314.0,2671,17.4
"Americus, GA",05/09/2020,354,15314.0,3025,19.8
"Americus, GA",05/16/2020,338,15314.0,3363,22.0
"Americus, GA",05/23/2020,356,15314.0,3719,24.3
"Americus, GA",05/30/2020,285,15314.0,4004,26.1
"Athens-Clarke County, GA",03/07/2020,46,100234.0,46,0.0
"Athens-Clarke County, GA",03/14/2020,82,100234.0,128,0.1
"Athens-Clarke County, GA",03/21/2020,380,100234.0,508,0.5
"Athens-Clarke County, GA",03/28/2020,3395,100234.0,3903,3.9
"Athens-Clarke County, GA",04/04/2020,6055,100234.0,9958,9.9
"Athens-Clarke County, GA",04/11/2020,5274,100234.0,15232,15.2
"Athens-Clarke County, GA",04/18/2020,4526,100234.0,19758,19.7
"Athens-Clarke County, GA",04/25/2020,4934,100234.0,24692,24.6
"Athens-Clarke County, GA",05/02/2020,3539,100234.0,28231,28.2
"Athens-Clarke County, GA",05/09/2020,4550,100234.0,32781,32.7
"Athens-Clarke County, GA",05/16/2020,3220,100234.0,36001,35.9
"Athens-Clarke County, GA",05/23/2020,3391,100234.0,39392,39.3
"Athens-Clarke County, GA",05/30/2020,2775,100234.0,42167,42.1
"Atlanta-Sandy Springs-Alpharetta, GA",03/07/2020,2277,3139975.0,2277,0.1
"Atlanta-Sandy Springs-Alpharetta, GA",03/14/2020,2745,3139975.0,5022,0.2
"Atlanta-Sandy Springs-Alpharetta, GA",03/21/2020,8288,3139975.0,13310,0.4
"Atlanta-Sandy Springs-Alpharetta, GA",03/28/2020,87381,3139975.0,100691,3.2
"Atlanta-Sandy Springs-Alpharetta, GA",04/04/2020,246205,3139975.0,346896,11.0
"Atlanta-Sandy Springs-Alpharetta, GA",04/11/2020,182531,3139975.0,529427,16.9
"Atlanta-Sandy Springs-Alpharetta, GA",04/18/2020,144549,3139975.0,673976,21.5
"Atlanta-Sandy Springs-Alpharetta, GA",04/25/2020,166303,3139975.0,840279,26.8
"Atlanta-Sandy Springs-Alpharetta, GA",05/02/2020,142491,3139975.0,982770,31.3
"Atlanta-Sandy Springs-Alpharetta, GA",05/09/2020,154382,3139975.0,1137152,36.2
"Atlanta-Sandy Springs-Alpharetta, GA",05/16/2020,112054,3139975.0,1249206,39.8
"Atlanta-Sandy Springs-Alpharetta, GA",05/23/2020,100912,3139975.0,1350118,43.0
"Atlanta-Sandy Springs-Alpharetta, GA",05/30/2020,92112,3139975.0,1442230,45.9
"Augusta-Richmond County, GA-SC",03/07/2020,225,183779.0,225,0.1
"Augusta-Richmond County, GA-SC",03/14/2020,160,183779.0,385,0.2
"Augusta-Richmond County, GA-SC",03/21/2020,225,183779.0,610,0.3
"Augusta-Richmond County, GA-SC",03/28/2020,3426,183779.0,4036,2.2
"Augusta-Richmond County, GA-SC",04/04/2020,10665,183779.0,14701,8.0
"Augusta-Richmond County, GA-SC",04/11/2020,8878,183779.0,23579,12.8
"Augusta-Richmond County, GA-SC",04/18/2020,6686,183779.0,30265,16.5
"Augusta-Richmond County, GA-SC",04/25/2020,7534,183779.0,37799,20.6
"Augusta-Richmond County, GA-SC",05/02/2020,6243,183779.0,44042,24.0
"Augusta-Richmond County, GA-SC",05/09/2020,6119,183779.0,50161,27.3
"Augusta-Richmond County, GA-SC",05/16/2020,4405,183779.0,54566,29.7
"Augusta-Richmond County, GA-SC",05/23/2020,4542,183779.0,59108,32.2
"Augusta-Richmond County, GA-SC",05/30/2020,4021,183779.0,63129,34.4
"Bainbridge, GA",03/07/2020,7,11912.0,7,0.1
"Bainbridge, GA",03/14/2020,11,11912.0,18,0.2
"Bainbridge, GA",03/21/2020,25,11912.0,43,0.4
"Bainbridge, GA",03/28/2020,121,11912.0,164,1.4
"Bainbridge, GA",04/04/2020,630,11912.0,794,6.7
"Bainbridge, GA",04/11/2020,371,11912.0,1165,9.8
"Bainbridge, GA",04/18/2020,472,11912.0,1637,13.7
"Bainbridge, GA",04/25/2020,428,11912.0,2065,17.3
"Bainbridge, GA",05/02/2020,356,11912.0,2421,20.3
"Bainbridge, GA",05/09/2020,338,11912.0,2759,23.2
"Bainbridge, GA",05/16/2020,304,11912.0,3063,25.7
"Bainbridge, GA",05/23/2020,261,11912.0,3324,27.9
"Bainbridge, GA",05/30/2020,279,11912.0,3603,30.2
"Brunswick, GA",03/07/2020,37,52591.0,37,0.1
"Brunswick, GA",03/14/2020,50,52591.0,87,0.2
"Brunswick, GA",03/21/2020,68,52591.0,155,0.3
"Brunswick, GA",03/28/2020,1282,52591.0,1437,2.7
"Brunswick, GA",04/04/2020,5073,52591.0,6510,12.4
"Brunswick, GA",04/11/2020,3690,52591.0,10200,19.4
"Brunswick, GA",04/18/2020,2468,52591.0,12668,24.1
"Brunswick, GA",04/25/2020,2719,52591.0,15387,29.3
"Brunswick, GA",05/02/2020,2202,52591.0,17589,33.4
"Brunswick, GA",05/09/2020,3483,52591.0,21072,40.1
"Brunswick, GA",05/16/2020,1750,52591.0,22822,43.4
"Brunswick, GA",05/23/2020,1563,52591.0,24385,46.4
"Brunswick, GA",05/30/2020,1591,52591.0,25976,49.4
"Calhoun, GA",03/07/2020,45,28517.0,45,0.2
"Calhoun, GA",03/14/2020,53,28517.0,98,0.3
"Calhoun, GA",03/21/2020,51,28517.0,149,0.5
"Calhoun, GA",03/28/2020,463,28517.0,612,2.1
"Calhoun, GA",04/04/2020,1706,28517.0,2318,8.1
"Calhoun, GA",04/11/2020,1915,28517.0,4233,14.8
"Calhoun, GA",04/18/2020,2194,28517.0,6427,22.5
"Calhoun, GA",04/25/2020,1766,28517.0,8193,28.7
"Calhoun, GA",05/02/2020,1408,28517.0,9601,33.7
"Calhoun, GA",05/09/2020,1768,28517.0,11369,39.9
"Calhoun, GA",05/16/2020,992,28517.0,12361,43.3
"Calhoun, GA",05/23/2020,926,28517.0,13287,46.6
"Calhoun, GA",05/30/2020,1046,28517.0,14333,50.3
"Cedartown, GA",03/07/2020,28,18619.0,28,0.2
"Cedartown, GA",03/14/2020,62,18619.0,90,0.5
"Cedartown, GA",03/21/2020,73,18619.0,163,0.9
"Cedartown, GA",03/28/2020,314,18619.0,477,2.6
"Cedartown, GA",04/04/2020,1572,18619.0,2049,11.0
"Cedartown, GA",04/11/2020,932,18619.0,2981,16.0
"Cedartown, GA",04/18/2020,1145,18619.0,4126,22.2
"Cedartown, GA",04/25/2020,945,18619.0,5071,27.2
"Cedartown, GA",05/02/2020,759,18619.0,5830,31.3
"Cedartown, GA",05/09/2020,862,18619.0,6692,35.9
"Cedartown, GA",05/16/2020,555,18619.0,7247,38.9
"Cedartown, GA",05/23/2020,607,18619.0,7854,42.2
"Cedartown, GA",05/30/2020,463,18619.0,8317,44.7
"Chattanooga, TN-GA",03/07/2020,26,74546.0,26,0.0
"Chattanooga, TN-GA",03/14/2020,27,74546.0,53,0.1
"Chattanooga, TN-GA",03/21/2020,52,74546.0,105,0.1
"Chattanooga, TN-GA",03/28/2020,715,74546.0,820,1.1
"Chattanooga, TN-GA",04/04/2020,2637,74546.0,3457,4.6
"Chattanooga, TN-GA",04/11/2020,3185,74546.0,6642,8.9
"Chattanooga, TN-GA",04/18/2020,2192,74546.0,8834,11.9
"Chattanooga, TN-GA",04/25/2020,2206,74546.0,11040,14.8
"Chattanooga, TN-GA",05/02/2020,1649,74546.0,12689,17.0
"Chattanooga, TN-GA",05/09/2020,1693,74546.0,14382,19.3
"Chattanooga, TN-GA",05/16/2020,1271,74546.0,15653,21.0
"Chattanooga, TN-GA",05/23/2020,1125,74546.0,16778,22.5
"Chattanooga, TN-GA",05/30/2020,1762,74546.0,18540,24.9
"Columbus, GA-AL",03/07/2020,89,105197.0,89,0.1
"Columbus, GA-AL",03/14/2020,146,105197.0,235,0.2
"Columbus, GA-AL",03/21/2020,136,105197.0,371,0.4
"Columbus, GA-AL",03/28/2020,2756,105197.0,3127,3.0
"Columbus, GA-AL",04/04/2020,7407,105197.0,10534,10.0
"Columbus, GA-AL",04/11/2020,5890,105197.0,16424,15.6
"Columbus, GA-AL",04/18/2020,4453,105197.0,20877,19.8
"Columbus, GA-AL",04/25/2020,5060,105197.0,25937,24.7
"Columbus, GA-AL",05/02/2020,4215,105197.0,30152,28.7
"Columbus, GA-AL",05/09/2020,4800,105197.0,34952,33.2
"Columbus, GA-AL",05/16/2020,3600,105197.0,38552,36.6
"Columbus, GA-AL",05/23/2020,3846,105197.0,42398,40.3
"Columbus, GA-AL",05/30/2020,3150,105197.0,45548,43.3
"Cordele, GA",03/07/2020,24,9654.0,24,0.2
"Cordele, GA",03/14/2020,26,9654.0,50,0.5
"Cordele, GA",03/21/2020,15,9654.0,65,0.7
"Cordele, GA",03/28/2020,251,9654.0,316,3.3
"Cordele, GA",04/04/2020,795,9654.0,1111,11.5
"Cordele, GA",04/11/2020,662,9654.0,1773,18.4
"Cordele, GA",04/18/2020,578,9654.0,2351,24.4
"Cordele, GA",04/25/2020,615,9654.0,2966,30.7
"Cordele, GA",05/02/2020,533,9654.0,3499,36.2
"Cordele, GA",05/09/2020,582,9654.0,4081,42.3
"Cordele, GA",05/16/2020,450,9654.0,4531,46.9
"Cordele, GA",05/23/2020,640,9654.0,5171,53.6
"Cordele, GA",05/30/2020,478,9654.0,5649,58.5
"Cornelia, GA",03/07/2020,17,19224.0,17,0.1
"Cornelia, GA",03/14/2020,174,19224.0,191,1.0
"Cornelia, GA",03/21/2020,42,19224.0,233,1.2
"Cornelia, GA",03/28/2020,381,19224.0,614,3.2
"Cornelia, GA",04/04/2020,1145,19224.0,1759,9.2
"Cornelia, GA",04/11/2020,782,19224.0,2541,13.2
"Cornelia, GA",04/18/2020,850,19224.0,3391,17.6
"Cornelia, GA",04/25/2020,715,19224.0,4106,21.4
"Cornelia, GA",05/02/2020,556,19224.0,4662,24.3
"Cornelia, GA",05/09/2020,622,19224.0,5284,27.5
"Cornelia, GA",05/16/2020,468,19224.0,5752,29.9
"Cornelia, GA",05/23/2020,394,19224.0,6146,32.0
"Cornelia, GA",05/30/2020,357,19224.0,6503,33.8
"Dalton, GA",03/07/2020,127,59151.0,127,0.2
"Dalton, GA",03/14/2020,91,59151.0,218,0.4
"Dalton, GA",03/21/2020,95,59151.0,313,0.5
"Dalton, GA",03/28/2020,1284,59151.0,1597,2.7
"Dalton, GA",04/04/2020,3651,59151.0,5248,8.9
"Dalton, GA",04/11/2020,4878,59151.0,10126,17.1
"Dalton, GA",04/18/2020,9490,59151.0,19616,33.2
"Dalton, GA",04/25/2020,5454,59151.0,25070,42.4
"Dalton, GA",05/02/2020,4815,59151.0,29885,50.5
"Dalton, GA",05/09/2020,5298,59151.0,35183,59.5
"Dalton, GA",05/16/2020,2982,59151.0,38165,64.5
"Dalton, GA",05/23/2020,2696,59151.0,40861,69.1
"Dalton, GA",05/30/2020,2555,59151.0,43416,73.4
"Douglas, GA",03/07/2020,75,24437.0,75,0.3
"Douglas, GA",03/14/2020,73,24437.0,148,0.6
"Douglas, GA",03/21/2020,41,24437.0,189,0.8
"Douglas, GA",03/28/2020,468,24437.0,657,2.7
"Douglas, GA",04/04/2020,1717,24437.0,2374,9.7
"Douglas, GA",04/11/2020,1445,24437.0,3819,15.6
"Douglas, GA",04/18/2020,1621,24437.0,5440,22.3
"Douglas, GA",04/25/2020,1654,24437.0,7094,29.0
"Douglas, GA",05/02/2020,1299,24437.0,8393,34.3
"Douglas, GA",05/09/2020,1222,24437.0,9615,39.3
"Douglas, GA",05/16/2020,861,24437.0,10476,42.9
"Douglas, GA",05/23/2020,957,24437.0,11433,46.8
"Douglas, GA",05/30/2020,799,24437.0,12232,50.1
"Dublin, GA",03/07/2020,37,25883.0,37,0.1
"Dublin, GA",03/14/2020,76,25883.0,113,0.4
"Dublin, GA",03/21/2020,24,25883.0,137,0.5
"Dublin, GA",03/28/2020,537,25883.0,674,2.6
"Dublin, GA",04/04/2020,1336,25883.0,2010,7.8
"Dublin, GA",04/11/2020,1150,25883.0,3160,12.2
"Dublin, GA",04/18/2020,1203,25883.0,4363,16.9
"Dublin, GA",04/25/2020,858,25883.0,5221,20.2
"Dublin, GA",05/02/2020,717,25883.0,5938,22.9
"Dublin, GA",05/09/2020,840,25883.0,6778,26.2
"Dublin, GA",05/16/2020,647,25883.0,7425,28.7
"Dublin, GA",05/23/2020,1012,25883.0,8437,32.6
"Dublin, GA",05/30/2020,445,25883.0,8882,34.3
"Eufaula, AL-GA",03/07/2020,0,797.0,0,0.0
"Eufaula, AL-GA",03/14/2020,1,797.0,1,0.1
"Eufaula, AL-GA",03/21/2020,0,797.0,1,0.1
"Eufaula, AL-GA",03/28/2020,2,797.0,3,0.4
"Eufaula, AL-GA",04/04/2020,8,797.0,11,1.4
"Eufaula, AL-GA",04/11/2020,6,797.0,17,2.1
"Eufaula, AL-GA",04/18/2020,8,797.0,25,3.1
"Eufaula, AL-GA",04/25/2020,18,797.0,43,5.4
"Eufaula, AL-GA",05/02/2020,8,797.0,51,6.4
"Eufaula, AL-GA",05/09/2020,9,797.0,60,7.5
"Eufaula, AL-GA",05/16/2020,6,797.0,66,8.3
"Eufaula, AL-GA",05/23/2020,7,797.0,73,9.2
"Eufaula, AL-GA",05/30/2020,7,797.0,80,10.0
"Fitzgerald, GA",03/07/2020,10,5358.0,10,0.2
"Fitzgerald, GA",03/14/2020,8,5358.0,18,0.3
"Fitzgerald, GA",03/21/2020,44,5358.0,62,1.2
"Fitzgerald, GA",03/28/2020,129,5358.0,191,3.6
"Fitzgerald, GA",04/04/2020,435,5358.0,626,11.7
"Fitzgerald, GA",04/11/2020,1008,5358.0,1634,30.5
"Fitzgerald, GA",04/18/2020,997,5358.0,2631,49.1
"Fitzgerald, GA",04/25/2020,1015,5358.0,3646,68.0
"Fitzgerald, GA",05/02/2020,489,5358.0,4135,77.2
"Fitzgerald, GA",05/09/2020,559,5358.0,4694,87.6
"Fitzgerald, GA",05/16/2020,410,5358.0,5104,95.3
"Fitzgerald, GA",05/23/2020,520,5358.0,5624,105.0
"Fitzgerald, GA",05/30/2020,524,5358.0,6148,114.7
"Gainesville, GA",03/07/2020,54,103806.0,54,0.1
"Gainesville, GA",03/14/2020,94,103806.0,148,0.1
"Gainesville, GA",03/21/2020,130,103806.0,278,0.3
"Gainesville, GA",03/28/2020,1992,103806.0,2270,2.2
"Gainesville, GA",04/04/2020,7087,103806.0,9357,9.0
"Gainesville, GA",04/11/2020,4688,103806.0,14045,13.5
"Gainesville, GA",04/18/2020,4518,103806.0,18563,17.9
"Gainesville, GA",04/25/2020,4402,103806.0,22965,22.1
"Gainesville, GA",05/02/2020,4332,103806.0,27297,26.3
"Gainesville, GA",05/09/2020,3777,103806.0,31074,29.9
"Gainesville, GA",05/16/2020,2835,103806.0,33909,32.7
"Gainesville, GA",05/23/2020,2446,103806.0,36355,35.0
"Gainesville, GA",05/30/2020,2173,103806.0,38528,37.1
"Hinesville, GA",03/07/2020,29,35079.0,29,0.1
"Hinesville, GA",03/14/2020,37,35079.0,66,0.2
"Hinesville, GA",03/21/2020,41,35079.0,107,0.3
"Hinesville, GA",03/28/2020,491,35079.0,598,1.7
"Hinesville, GA",04/04/2020,1922,35079.0,2520,7.2
"Hinesville, GA",04/11/2020,1438,35079.0,3958,11.3
"Hinesville, GA",04/18/2020,1238,35079.0,5196,14.8
"Hinesville, GA",04/25/2020,1461,35079.0,6657,19.0
"Hinesville, GA",05/02/2020,1475,35079.0,8132,23.2
"Hinesville, GA",05/09/2020,1471,35079.0,9603,27.4
"Hinesville, GA",05/16/2020,1014,35079.0,10617,30.3
"Hinesville, GA",05/23/2020,1063,35079.0,11680,33.3
"Hinesville, GA",05/30/2020,912,35079.0,12592,35.9
"Jefferson, GA",03/07/2020,23,37023.0,23,0.1
"Jefferson, GA",03/14/2020,39,37023.0,62,0.2
"Jefferson, GA",03/21/2020,55,37023.0,117,0.3
"Jefferson, GA",03/28/2020,746,37023.0,863,2.3
"Jefferson, GA",04/04/2020,2354,37023.0,3217,8.7
"Jefferson, GA",04/11/2020,1915,37023.0,5132,13.9
"Jefferson, GA",04/18/2020,1982,37023.0,7114,19.2
"Jefferson, GA",04/25/2020,1833,37023.0,8947,24.2
"Jefferson, GA",05/02/2020,1779,37023.0,10726,29.0
"Jefferson, GA",05/09/2020,1545,37023.0,12271,33.1
"Jefferson, GA",05/16/2020,1468,37023.0,13739,37.1
"Jefferson, GA",05/23/2020,1273,37023.0,15012,40.5
"Jefferson, GA",05/30/2020,1066,37023.0,16078,43.4
"Jesup, GA",03/07/2020,9,11397.0,9,0.1
"Jesup, GA",03/14/2020,7,11397.0,16,0.1
"Jesup, GA",03/21/2020,12,11397.0,28,0.2
"Jesup, GA",03/28/2020,137,11397.0,165,1.4
"Jesup, GA",04/04/2020,597,11397.0,762,6.7
"Jesup, GA",04/11/2020,421,11397.0,1183,10.4
"Jesup, GA",04/18/2020,567,11397.0,1750,15.4
"Jesup, GA",04/25/2020,502,11397.0,2252,19.8
"Jesup, GA",05/02/2020,468,11397.0,2720,23.9
"Jesup, GA",05/09/2020,414,11397.0,3134,27.5
"Jesup, GA",05/16/2020,392,11397.0,3526,30.9
"Jesup, GA",05/23/2020,371,11397.0,3897,34.2
"Jesup, GA",05/30/2020,354,11397.0,4251,37.3
"LaGrange, GA-AL",03/07/2020,37,37828.0,37,0.1
"LaGrange, GA-AL",03/14/2020,34,37828.0,71,0.2
"LaGrange, GA-AL",03/21/2020,46,37828.0,117,0.3
"LaGrange, GA-AL",03/28/2020,725,37828.0,842,2.2
"LaGrange, GA-AL",04/04/2020,2233,37828.0,3075,8.1
"LaGrange, GA-AL",04/11/2020,3358,37828.0,6433,17.0
"LaGrange, GA-AL",04/18/2020,2496,37828.0,8929,23.6
"LaGrange, GA-AL",04/25/2020,2667,37828.0,11596,30.7
"LaGrange, GA-AL",05/02/2020,1597,37828.0,13193,34.9
"LaGrange, GA-AL",05/09/2020,1725,37828.0,14918,39.4
"LaGrange, GA-AL",05/16/2020,1314,37828.0,16232,42.9
"LaGrange, GA-AL",05/23/2020,1477,37828.0,17709,46.8
"LaGrange, GA-AL",05/30/2020,1762,37828.0,19471,51.5
"Macon-Bibb County, GA",03/07/2020,81,104241.0,81,0.1
"Macon-Bibb County, GA",03/14/2020,108,104241.0,189,0.2
"Macon-Bibb County, GA",03/21/2020,181,104241.0,370,0.4
"Macon-Bibb County, GA",03/28/2020,2342,104241.0,2712,2.6
"Macon-Bibb County, GA",04/04/2020,6270,104241.0,8982,8.6
"Macon-Bibb County, GA",04/11/2020,5226,104241.0,14208,13.6
"Macon-Bibb County, GA",04/18/2020,3700,104241.0,17908,17.2
"Macon-Bibb County, GA",04/25/2020,4560,104241.0,22468,21.6
"Macon-Bibb County, GA",05/02/2020,3729,104241.0,26197,25.1
"Macon-Bibb County, GA",05/09/2020,4172,104241.0,30369,29.1
"Macon-Bibb County, GA",05/16/2020,3157,104241.0,33526,32.2
"Macon-Bibb County, GA",05/23/2020,3127,104241.0,36653,35.2
"Macon-Bibb County, GA",05/30/2020,2360,104241.0,39013,37.4
"Milledgeville, GA",03/07/2020,21,20359.0,21,0.1
"Milledgeville, GA",03/14/2020,21,20359.0,42,0.2
"Milledgeville, GA",03/21/2020,16,20359.0,58,0.3
"Milledgeville, GA",03/28/2020,500,20359.0,558,2.7
"Milledgeville, GA",04/04/2020,1210,20359.0,1768,8.7
"Milledgeville, GA",04/11/2020,1076,20359.0,2844,14.0
"Milledgeville, GA",04/18/2020,850,20359.0,3694,18.1
"Milledgeville, GA",04/25/2020,957,20359.0,4651,22.8
"Milledgeville, GA",05/02/2020,1046,20359.0,5697,28.0
"Milledgeville, GA",05/09/2020,790,20359.0,6487,31.9
"Milledgeville, GA",05/16/2020,648,20359.0,7135,35.0
"Milledgeville, GA",05/23/2020,662,20359.0,7797,38.3
