Area,Date,Claims,FebLaborForce,CumClaims,PctFebLabor
"Milledgeville, GA",05/30/2020,526,20359.0,8323,40.9
"Moultrie, GA",03/07/2020,35,21989.0,35,0.2
"Moultrie, GA",03/14/2020,21,21989.0,56,0.3
"Moultrie, GA",03/21/2020,22,21989.0,78,0.4
"Moultrie, GA",03/28/2020,224,21989.0,302,1.4
"Moultrie, GA",04/04/2020,959,21989.0,1261,5.7
"Moultrie, GA",04/11/2020,786,21989.0,2047,9.3
"Moultrie, GA",04/18/2020,686,21989.0,2733,12.4
"Moultrie, GA",04/25/2020,698,21989.0,3431,15.6
"Moultrie, GA",05/02/2020,706,21989.0,4137,18.8
"Moultrie, GA",05/09/2020,617,21989.0,4754,21.6
"Moultrie, GA",05/16/2020,519,21989.0,5273,24.0
"Moultrie, GA",05/23/2020,519,21989.0,5792,26.3
"Moultrie, GA",05/30/2020,440,21989.0,6232,28.3
"Rome, GA",03/07/2020,62,44830.0,62,0.1
"Rome, GA",03/14/2020,45,44830.0,107,0.2
"Rome, GA",03/21/2020,100,44830.0,207,0.5
"Rome, GA",03/28/2020,1044,44830.0,1251,2.8
"Rome, GA",04/04/2020,3865,44830.0,5116,11.4
"Rome, GA",04/11/2020,3142,44830.0,8258,18.4
"Rome, GA",04/18/2020,2898,44830.0,11156,24.9
"Rome, GA",04/25/2020,2218,44830.0,13374,29.8
"Rome, GA",05/02/2020,1906,44830.0,15280,34.1
"Rome, GA",05/09/2020,2138,44830.0,17418,38.9
"Rome, GA",05/16/2020,1409,44830.0,18827,42.0
"Rome, GA",05/23/2020,1426,44830.0,20253,45.2
"Rome, GA",05/30/2020,1567,44830.0,21820,48.7
"Savannah, GA",03/07/2020,133,189838.0,133,0.1
"Savannah, GA",03/14/2020,146,189838.0,279,0.1
"Savannah, GA",03/21/2020,508,189838.0,787,0.4
"Savannah, GA",03/28/2020,6821,189838.0,7608,4.0
"Savannah, GA",04/04/2020,18817,189838.0,26425,13.9
"Savannah, GA",04/11/2020,13014,189838.0,39439,20.8
"Savannah, GA",04/18/2020,11322,189838.0,50761,26.7
"Savannah, GA",04/25/2020,11070,189838.0,61831,32.6
"Savannah, GA",05/02/2020,10535,189838.0,72366,38.1
"Savannah, GA",05/09/2020,9778,189838.0,82144,43.3
"Savannah, GA",05/16/2020,7897,189838.0,90041,47.4
"Savannah, GA",05/23/2020,7239,189838.0,97280,51.2
"Savannah, GA",05/30/2020,6538,189838.0,103818,54.7
"St. Marys, GA",03/07/2020,10,21032.0,10,0.0
"St. Marys, GA",03/14/2020,10,21032.0,20,0.1
"St. Marys, GA",03/21/2020,21,21032.0,41,0.2
"St. Marys, GA",03/28/2020,384,21032.0,425,2.0
"St. Marys, GA",04/04/2020,1264,21032.0,1689,8.0
"St. Marys, GA",04/11/2020,774,21032.0,2463,11.7
"St. Marys, GA",04/18/2020,772,21032.0,3235,15.4
"St. Marys, GA",04/25/2020,778,21032.0,4013,19.1
"St. Marys, GA",05/02/2020,777,21032.0,4790,22.8
"St. Marys, GA",05/09/2020,805,21032.0,5595,26.6
"St. Marys, GA",05/16/2020,526,21032.0,6121,29.1
"St. Marys, GA",05/23/2020,471,21032.0,6592,31.3
"St. Marys, GA",05/30/2020,416,21032.0,7008,33.3
"Statesboro, GA",03/07/2020,111,36953.0,111,0.3
"Statesboro, GA",03/14/2020,42,36953.0,153,0.4
"Statesboro, GA",03/21/2020,86,36953.0,239,0.6
"Statesboro, GA",03/28/2020,736,36953.0,975,2.6
"Statesboro, GA",04/04/2020,2633,36953.0,3608,9.8
"Statesboro, GA",04/11/2020,2078,36953.0,5686,15.4
"Statesboro, GA",04/18/2020,1675,36953.0,7361,19.9
"Statesboro, GA",04/25/2020,1687,36953.0,9048,24.5
"Statesboro, GA",05/02/2020,1759,36953.0,10807,29.2
"Statesboro, GA",05/09/2020,1721,36953.0,12528,33.9
"Statesboro, GA",05/16/2020,1472,36953.0,14000,37.9
"Statesboro, GA",05/23/2020,1549,36953.0,15549,42.1
"Statesboro, GA",05/30/2020,957,36953.0,16506,44.7
"Summerville, GA",03/07/2020,18,10376.0,18,0.2
"Summerville, GA",03/14/2020,10,10376.0,28,0.3
"Summerville, GA",03/21/2020,16,10376.0,44,0.4
"Summerville, GA",03/28/2020,98,10376.0,142,1.4
"Summerville, GA",04/04/2020,799,10376.0,941,9.1
"Summerville, GA",04/11/2020,1700,10376.0,2641,25.5
"Summerville, GA",04/18/2020,676,10376.0,3317,32.0
"Summerville, GA",04/25/2020,544,10376.0,3861,37.2
"Summerville, GA",05/02/2020,370,10376.0,4231,40.8
"Summerville, GA",05/09/2020,751,10376.0,4982,48.0
"Summerville, GA",05/16/2020,433,10376.0,5415,52.2
"Summerville, GA",05/23/2020,339,10376.0,5754,55.5
"Summerville, GA",05/30/2020,924,10376.0,6678,64.4
"Thomaston, GA",03/07/2020,14,11572.0,14,0.1
"Thomaston, GA",03/14/2020,16,11572.0,30,0.3
"Thomaston, GA",03/21/2020,15,11572.0,45,0.4
"Thomaston, GA",03/28/2020,120,11572.0,165,1.4
"Thomaston, GA",04/04/2020,844,11572.0,1009,8.7
"Thomaston, GA",04/11/2020,703,11572.0,1712,14.8
"Thomaston, GA",04/18/2020,562,11572.0,2274,19.7
"Thomaston, GA",04/25/2020,574,11572.0,2848,24.6
"Thomaston, GA",05/02/2020,582,11572.0,3430,29.6
"Thomaston, GA",05/09/2020,446,11572.0,3876,33.5
"Thomaston, GA",05/16/2020,387,11572.0,4263,36.8
"Thomaston, GA",05/23/2020,331,11572.0,4594,39.7
"Thomaston, GA",05/30/2020,372,11572.0,4966,42.9
"Thomasville, GA",03/07/2020,13,16594.0,13,0.1
"Thomasville, GA",03/14/2020,13,16594.0,26,0.2
"Thomasville, GA",03/21/2020,19,16594.0,45,0.3
"Thomasville, GA",03/28/2020,392,16594.0,437,2.6
"Thomasville, GA",04/04/2020,989,16594.0,1426,8.6
"Thomasville, GA",04/11/2020,716,16594.0,2142,12.9
"Thomasville, GA",04/18/2020,783,16594.0,2925,17.6
"Thomasville, GA",04/25/2020,719,16594.0,3644,22.0
"Thomasville, GA",05/02/2020,623,16594.0,4267,25.7
"Thomasville, GA",05/09/2020,541,16594.0,4808,29.0
"Thomasville, GA",05/16/2020,548,16594.0,5356,32.3
"Thomasville, GA",05/23/2020,544,16594.0,5900,35.6
"Thomasville, GA",05/30/2020,381,16594.0,6281,37.9
"Tifton, GA",03/07/2020,16,20336.0,16,0.1
"Tifton, GA",03/14/2020,19,20336.0,35,0.2
"Tifton, GA",03/21/2020,12,20336.0,47,0.2
"Tifton, GA",03/28/2020,444,20336.0,491,2.4
"Tifton, GA",04/04/2020,1170,20336.0,1661,8.2
"Tifton, GA",04/11/2020,792,20336.0,2453,12.1
"Tifton, GA",04/18/2020,841,20336.0,3294,16.2
"Tifton, GA",04/25/2020,823,20336.0,4117,20.2
"Tifton, GA",05/02/2020,748,20336.0,4865,23.9
"Tifton, GA",05/09/2020,627,20336.0,5492,27.0
"Tifton, GA",05/16/2020,508,20336.0,6000,29.5
"Tifton, GA",05/23/2020,466,20336.0,6466,31.8
"Tifton, GA",05/30/2020,472,20336.0,6938,34.1
"Toccoa, GA",03/07/2020,10,10717.0,10,0.1
"Toccoa, GA",03/14/2020,20,10717.0,30,0.3
"Toccoa, GA",03/21/2020,11,10717.0,41,0.4
"Toccoa, GA",03/28/2020,150,10717.0,191,1.8
"Toccoa, GA",04/04/2020,677,10717.0,868,8.1
"Toccoa, GA",04/11/2020,533,10717.0,1401,13.1
"Toccoa, GA",04/18/2020,634,10717.0,2035,19.0
"Toccoa, GA",04/25/2020,527,10717.0,2562,23.9
"Toccoa, GA",05/02/2020,599,10717.0,3161,29.5
"Toccoa, GA",05/09/2020,494,10717.0,3655,34.1
"Toccoa, GA",05/16/2020,372,10717.0,4027,37.6
"Toccoa, GA",05/23/2020,312,10717.0,4339,40.5
"Toccoa, GA",05/30/2020,386,10717.0,4725,44.1
"Valdosta, GA",03/07/2020,44,64811.0,44,0.1
"Valdosta, GA",03/14/2020,40,64811.0,84,0.1
"Valdosta, GA",03/21/2020,63,64811.0,147,0.2
"Valdosta, GA",03/28/2020,857,64811.0,1004,1.5
"Valdosta, GA",04/04/2020,3862,64811.0,4866,7.5
"Valdosta, GA",04/11/2020,3503,64811.0,8369,12.9
"Valdosta, GA",04/18/2020,2566,64811.0,10935,16.9
"Valdosta, GA",04/25/2020,2749,64811.0,13684,21.1
"Valdosta, GA",05/02/2020,2513,64811.0,16197,25.0
"Valdosta, GA",05/09/2020,2310,64811.0,18507,28.6
"Valdosta, GA",05/16/2020,2014,64811.0,20521,31.7
"Valdosta, GA",05/23/2020,2114,64811.0,22635,34.9
"Valdosta, GA",05/30/2020,1742,64811.0,24377,37.6
"Vidalia, GA",03/07/2020,23,15696.0,23,0.1
"Vidalia, GA",03/14/2020,24,15696.0,47,0.3
"Vidalia, GA",03/21/2020,24,15696.0,71,0.5
"Vidalia, GA",03/28/2020,209,15696.0,280,1.8
"Vidalia, GA",04/04/2020,681,15696.0,961,6.1
"Vidalia, GA",04/11/2020,1002,15696.0,1963,12.5
"Vidalia, GA",04/18/2020,887,15696.0,2850,18.2
"Vidalia, GA",04/25/2020,734,15696.0,3584,22.8
"Vidalia, GA",05/02/2020,589,15696.0,4173,26.6
"Vidalia, GA",05/09/2020,527,15696.0,4700,29.9
"Vidalia, GA",05/16/2020,473,15696.0,5173,33.0
"Vidalia, GA",05/23/2020,460,15696.0,5633,35.9
"Vidalia, GA",05/30/2020,343,15696.0,5976,38.1
"Warner Robins, GA",03/07/2020,61,83420.0,61,0.1
"Warner Robins, GA",03/14/2020,49,83420.0,110,0.1
"Warner Robins, GA",03/21/2020,139,83420.0,249,0.3
"Warner Robins, GA",03/28/2020,1847,83420.0,2096,2.5
"Warner Robins, GA",04/04/2020,4870,83420.0,6966,8.4
"Warner Robins, GA",04/11/2020,4312,83420.0,11278,13.5
"Warner Robins, GA",04/18/2020,3122,83420.0,14400,17.3
"Warner Robins, GA",04/25/2020,3317,83420.0,17717,21.2
"Warner Robins, GA",05/02/2020,2593,83420.0,20310,24.3
"Warner Robins, GA",05/09/2020,3009,83420.0,23319,28.0
"Warner Robins, GA",05/16/2020,2004,83420.0,25323,30.4
"Warner Robins, GA",05/23/2020,2094,83420.0,27417,32.9
"Warner Robins, GA",05/30/2020,1599,83420.0,29016,34.8
"Waycross, GA",03/07/2020,19,24676.0,19,0.1
"Waycross, GA",03/14/2020,22,24676.0,41,0.2
"Waycross, GA",03/21/2020,10,24676.0,51,0.2
"Waycross, GA",03/28/2020,261,24676.0,312,1.3
"Waycross, GA",04/04/2020,1270,24676.0,1582,6.4
"Waycross, GA",04/11/2020,762,24676.0,2344,9.5
"Waycross, GA",04/18/2020,1144,24676.0,3488,14.1
"Waycross, GA",04/25/2020,858,24676.0,4346,17.6
"Waycross, GA",05/02/2020,791,24676.0,5137,20.8
"Waycross, GA",05/09/2020,611,24676.0,5748,23.3
"Waycross, GA",05/16/2020,527,24676.0,6275,25.4
"Waycross, GA",05/23/2020,565,24676.0,6840,27.7
"Waycross, GA",05/30/2020,492,24676.0,7332,29.7
