Area,Date,date,Claims,CumClaims,Employed,Unemployed,PctChngEmployed
Columbia County,04/18/2020,Apr 18,2371,10560,62314.0,13403.0,-14.5
Columbia County,04/25/2020,Apr 25,2459,13019,59855.0,15862.0,-17.9
Columbia County,05/02/2020,May 02,1964,14983,57891.0,17826.0,-20.6
Columbia County,05/09/2020,May 09,2094,17077,55797.0,19920.0,-23.4
Cook County,03/07/2020,Mar 07,5,5,7821.0,338.0,-0.1
Cook County,03/14/2020,Mar 14,5,10,7816.0,343.0,-0.1
Cook County,03/21/2020,Mar 21,6,16,7810.0,349.0,-0.2
Cook County,03/28/2020,Mar 28,155,171,7655.0,504.0,-2.2
Cook County,04/04/2020,Apr 04,349,520,7306.0,853.0,-6.6
Cook County,04/11/2020,Apr 11,383,903,6923.0,1236.0,-11.5
Cook County,04/18/2020,Apr 18,273,1176,6650.0,1509.0,-15.0
Cook County,04/25/2020,Apr 25,280,1456,6370.0,1789.0,-18.6
Cook County,05/02/2020,May 02,311,1767,6059.0,2100.0,-22.6
Cook County,05/09/2020,May 09,265,2032,5794.0,2365.0,-26.0
Coweta County,03/07/2020,Mar 07,50,50,72548.0,2855.0,-0.1
Coweta County,03/14/2020,Mar 14,55,105,72493.0,2910.0,-0.1
Coweta County,03/21/2020,Mar 21,251,356,72242.0,3161.0,-0.5
Coweta County,03/28/2020,Mar 28,1880,2236,70362.0,5041.0,-3.1
Coweta County,04/04/2020,Apr 04,5209,7445,65153.0,10250.0,-10.3
Coweta County,04/11/2020,Apr 11,4439,11884,60714.0,14689.0,-16.4
Coweta County,04/18/2020,Apr 18,3758,15642,56956.0,18447.0,-21.5
Coweta County,04/25/2020,Apr 25,3457,19099,53499.0,21904.0,-26.3
Coweta County,05/02/2020,May 02,3782,22881,49717.0,25686.0,-31.5
Coweta County,05/09/2020,May 09,3540,26421,46177.0,29226.0,-36.4
Crawford County,03/07/2020,Mar 07,6,6,5405.0,245.0,-0.1
Crawford County,03/14/2020,Mar 14,1,7,5404.0,246.0,-0.1
Crawford County,03/21/2020,Mar 21,11,18,5393.0,257.0,-0.3
Crawford County,03/28/2020,Mar 28,85,103,5308.0,342.0,-1.9
Crawford County,04/04/2020,Apr 04,260,363,5048.0,602.0,-6.7
Crawford County,04/11/2020,Apr 11,258,621,4790.0,860.0,-11.5
Crawford County,04/18/2020,Apr 18,163,784,4627.0,1023.0,-14.5
Crawford County,04/25/2020,Apr 25,164,948,4463.0,1187.0,-17.5
Crawford County,05/02/2020,May 02,169,1117,4294.0,1356.0,-20.6
Crawford County,05/09/2020,May 09,163,1280,4131.0,1519.0,-23.7
Crisp County,03/07/2020,Mar 07,24,24,9061.0,488.0,-0.3
Crisp County,03/14/2020,Mar 14,26,50,9035.0,514.0,-0.6
Crisp County,03/21/2020,Mar 21,15,65,9020.0,529.0,-0.7
Crisp County,03/28/2020,Mar 28,251,316,8769.0,780.0,-3.5
Crisp County,04/04/2020,Apr 04,795,1111,7974.0,1575.0,-12.2
Crisp County,04/11/2020,Apr 11,662,1773,7312.0,2237.0,-19.5
Crisp County,04/18/2020,Apr 18,578,2351,6734.0,2815.0,-25.9
Crisp County,04/25/2020,Apr 25,615,2966,6119.0,3430.0,-32.6
Crisp County,05/02/2020,May 02,533,3499,5586.0,3963.0,-38.5
Crisp County,05/09/2020,May 09,582,4081,5004.0,4545.0,-44.9
Dade County,03/07/2020,Mar 07,2,2,7962.0,324.0,-0.0
Dade County,03/14/2020,Mar 14,0,2,7962.0,324.0,-0.0
Dade County,03/21/2020,Mar 21,6,8,7956.0,330.0,-0.1
Dade County,03/28/2020,Mar 28,68,76,7888.0,398.0,-1.0
Dade County,04/04/2020,Apr 04,254,330,7634.0,652.0,-4.1
Dade County,04/11/2020,Apr 11,253,583,7381.0,905.0,-7.3
Dade County,04/18/2020,Apr 18,176,759,7205.0,1081.0,-9.5
Dade County,04/25/2020,Apr 25,201,960,7004.0,1282.0,-12.1
Dade County,05/02/2020,May 02,170,1130,6834.0,1452.0,-14.2
Dade County,05/09/2020,May 09,155,1285,6679.0,1607.0,-16.1
Dawson County,03/07/2020,Mar 07,8,8,11968.0,452.0,-0.1
Dawson County,03/14/2020,Mar 14,13,21,11955.0,465.0,-0.2
Dawson County,03/21/2020,Mar 21,15,36,11940.0,480.0,-0.3
Dawson County,03/28/2020,Mar 28,426,462,11514.0,906.0,-3.9
Dawson County,04/04/2020,Apr 04,978,1440,10536.0,1884.0,-12.0
Dawson County,04/11/2020,Apr 11,716,2156,9820.0,2600.0,-18.0
Dawson County,04/18/2020,Apr 18,741,2897,9079.0,3341.0,-24.2
Dawson County,04/25/2020,Apr 25,755,3652,8324.0,4096.0,-30.5
Dawson County,05/02/2020,May 02,596,4248,7728.0,4692.0,-35.5
Dawson County,05/09/2020,May 09,601,4849,7127.0,5293.0,-40.5
Decatur County,03/07/2020,Mar 07,7,7,11193.0,539.0,-0.1
Decatur County,03/14/2020,Mar 14,11,18,11182.0,550.0,-0.2
Decatur County,03/21/2020,Mar 21,25,43,11157.0,575.0,-0.4
Decatur County,03/28/2020,Mar 28,121,164,11036.0,696.0,-1.5
Decatur County,04/04/2020,Apr 04,630,794,10406.0,1326.0,-7.1
Decatur County,04/11/2020,Apr 11,371,1165,10035.0,1697.0,-10.4
Decatur County,04/18/2020,Apr 18,472,1637,9563.0,2169.0,-14.6
Decatur County,04/25/2020,Apr 25,428,2065,9135.0,2597.0,-18.4
Decatur County,05/02/2020,May 02,356,2421,8779.0,2953.0,-21.6
Decatur County,05/09/2020,May 09,338,2759,8441.0,3291.0,-24.6
DeKalb County,03/07/2020,Mar 07,374,374,386031.0,18195.0,-0.1
DeKalb County,03/14/2020,Mar 14,380,754,385651.0,18575.0,-0.2
DeKalb County,03/21/2020,Mar 21,1394,2148,384257.0,19969.0,-0.6
DeKalb County,03/28/2020,Mar 28,12259,14407,371998.0,32228.0,-3.7
DeKalb County,04/04/2020,Apr 04,32197,46604,339801.0,64425.0,-12.1
DeKalb County,04/11/2020,Apr 11,22705,69309,317096.0,87130.0,-17.9
DeKalb County,04/18/2020,Apr 18,16652,85961,300444.0,103782.0,-22.2
DeKalb County,04/25/2020,Apr 25,20460,106421,279984.0,124242.0,-27.5
DeKalb County,05/02/2020,May 02,17598,124019,262386.0,141840.0,-32.1
DeKalb County,05/09/2020,May 09,19981,144000,242405.0,161821.0,-37.3
Dodge County,03/07/2020,Mar 07,7,7,6570.0,470.0,-0.1
Dodge County,03/14/2020,Mar 14,15,22,6555.0,485.0,-0.3
Dodge County,03/21/2020,Mar 21,5,27,6550.0,490.0,-0.4
Dodge County,03/28/2020,Mar 28,72,99,6478.0,562.0,-1.5
Dodge County,04/04/2020,Apr 04,233,332,6245.0,795.0,-5.0
Dodge County,04/11/2020,Apr 11,226,558,6019.0,1021.0,-8.5
Dodge County,04/18/2020,Apr 18,197,755,5822.0,1218.0,-11.5
Dodge County,04/25/2020,Apr 25,180,935,5642.0,1398.0,-14.2
Dodge County,05/02/2020,May 02,240,1175,5402.0,1638.0,-17.9
Dodge County,05/09/2020,May 09,272,1447,5130.0,1910.0,-22.0
Dooly County,03/07/2020,Mar 07,6,6,4863.0,241.0,-0.1
Dooly County,03/14/2020,Mar 14,4,10,4859.0,245.0,-0.2
Dooly County,03/21/2020,Mar 21,2,12,4857.0,247.0,-0.2
Dooly County,03/28/2020,Mar 28,55,67,4802.0,302.0,-1.4
Dooly County,04/04/2020,Apr 04,155,222,4647.0,457.0,-4.6
Dooly County,04/11/2020,Apr 11,186,408,4461.0,643.0,-8.4
Dooly County,04/18/2020,Apr 18,119,527,4342.0,762.0,-10.8
Dooly County,04/25/2020,Apr 25,128,655,4214.0,890.0,-13.5
Dooly County,05/02/2020,May 02,123,778,4091.0,1013.0,-16.0
Dooly County,05/09/2020,May 09,132,910,3959.0,1145.0,-18.7
Dougherty County,03/07/2020,Mar 07,48,48,36406.0,2317.0,-0.1
Dougherty County,03/14/2020,Mar 14,111,159,36295.0,2428.0,-0.4
Dougherty County,03/21/2020,Mar 21,67,226,36228.0,2495.0,-0.6
Dougherty County,03/28/2020,Mar 28,1066,1292,35162.0,3561.0,-3.5
Dougherty County,04/04/2020,Apr 04,2831,4123,32331.0,6392.0,-11.3
Dougherty County,04/11/2020,Apr 11,1973,6096,30358.0,8365.0,-16.7
Dougherty County,04/18/2020,Apr 18,1723,7819,28635.0,10088.0,-21.4
Dougherty County,04/25/2020,Apr 25,2208,10027,26427.0,12296.0,-27.5
Dougherty County,05/02/2020,May 02,1600,11627,24827.0,13896.0,-31.9
Dougherty County,05/09/2020,May 09,1667,13294,23160.0,15563.0,-36.5
Douglas County,03/07/2020,Mar 07,66,66,70692.0,3434.0,-0.1
Douglas County,03/14/2020,Mar 14,59,125,70633.0,3493.0,-0.2
Douglas County,03/21/2020,Mar 21,140,265,70493.0,3633.0,-0.4
Douglas County,03/28/2020,Mar 28,2053,2318,68440.0,5686.0,-3.3
Douglas County,04/04/2020,Apr 04,6234,8552,62206.0,11920.0,-12.1
Douglas County,04/11/2020,Apr 11,4372,12924,57834.0,16292.0,-18.3
Douglas County,04/18/2020,Apr 18,3589,16513,54245.0,19881.0,-23.3
Douglas County,04/25/2020,Apr 25,3927,20440,50318.0,23808.0,-28.9
Douglas County,05/02/2020,May 02,3643,24083,46675.0,27451.0,-34.0
Douglas County,05/09/2020,May 09,4350,28433,42325.0,31801.0,-40.2
Early County,03/07/2020,Mar 07,1,1,4276.0,230.0,-0.0
Early County,03/14/2020,Mar 14,1,2,4275.0,231.0,-0.0
Early County,03/21/2020,Mar 21,3,5,4272.0,234.0,-0.1
Early County,03/28/2020,Mar 28,35,40,4237.0,269.0,-0.9
Early County,04/04/2020,Apr 04,109,149,4128.0,378.0,-3.5
Early County,04/11/2020,Apr 11,128,277,4000.0,506.0,-6.5
Early County,04/18/2020,Apr 18,85,362,3915.0,591.0,-8.5
Early County,04/25/2020,Apr 25,113,475,3802.0,704.0,-11.1
Early County,05/02/2020,May 02,113,588,3689.0,817.0,-13.7
Early County,05/09/2020,May 09,123,711,3566.0,940.0,-16.6
Echols County,03/07/2020,Mar 07,0,0,1880.0,75.0,0.0
Echols County,03/14/2020,Mar 14,0,0,1880.0,75.0,0.0
Echols County,03/21/2020,Mar 21,1,1,1879.0,76.0,-0.1
Echols County,03/28/2020,Mar 28,15,16,1864.0,91.0,-0.9
Echols County,04/04/2020,Apr 04,67,83,1797.0,158.0,-4.4
Echols County,04/11/2020,Apr 11,73,156,1724.0,231.0,-8.3
Echols County,04/18/2020,Apr 18,54,210,1670.0,285.0,-11.2
Echols County,04/25/2020,Apr 25,69,279,1601.0,354.0,-14.8
Echols County,05/02/2020,May 02,53,332,1548.0,407.0,-17.7
Echols County,05/09/2020,May 09,54,386,1494.0,461.0,-20.5
Effingham County,03/07/2020,Mar 07,12,12,29734.0,1179.0,-0.0
Effingham County,03/14/2020,Mar 14,18,30,29716.0,1197.0,-0.1
Effingham County,03/21/2020,Mar 21,73,103,29643.0,1270.0,-0.3
Effingham County,03/28/2020,Mar 28,448,551,29195.0,1718.0,-1.9
Effingham County,04/04/2020,Apr 04,1880,2431,27315.0,3598.0,-8.2
Effingham County,04/11/2020,Apr 11,1571,4002,25744.0,5169.0,-13.5
Effingham County,04/18/2020,Apr 18,1412,5414,24332.0,6581.0,-18.2
Effingham County,04/25/2020,Apr 25,1176,6590,23156.0,7757.0,-22.2
Effingham County,05/02/2020,May 02,1069,7659,22087.0,8826.0,-25.7
Effingham County,05/09/2020,May 09,1112,8771,20975.0,9938.0,-29.5
Elbert County,03/07/2020,Mar 07,7,7,7294.0,415.0,-0.1
Elbert County,03/14/2020,Mar 14,13,20,7281.0,428.0,-0.3
Elbert County,03/21/2020,Mar 21,11,31,7270.0,439.0,-0.4
Elbert County,03/28/2020,Mar 28,80,111,7190.0,519.0,-1.5
Elbert County,04/04/2020,Apr 04,350,461,6840.0,869.0,-6.3
Elbert County,04/11/2020,Apr 11,557,1018,6283.0,1426.0,-13.9
Elbert County,04/18/2020,Apr 18,402,1420,5881.0,1828.0,-19.4
Elbert County,04/25/2020,Apr 25,352,1772,5529.0,2180.0,-24.3
Elbert County,05/02/2020,May 02,291,2063,5238.0,2471.0,-28.3
Elbert County,05/09/2020,May 09,320,2383,4918.0,2791.0,-32.6
Emanuel County,03/07/2020,Mar 07,18,18,7861.0,559.0,-0.2
Emanuel County,03/14/2020,Mar 14,24,42,7837.0,583.0,-0.5
Emanuel County,03/21/2020,Mar 21,27,69,7810.0,610.0,-0.9
Emanuel County,03/28/2020,Mar 28,69,138,7741.0,679.0,-1.8
Emanuel County,04/04/2020,Apr 04,308,446,7433.0,987.0,-5.7
Emanuel County,04/11/2020,Apr 11,382,828,7051.0,1369.0,-10.5
Emanuel County,04/18/2020,Apr 18,234,1062,6817.0,1603.0,-13.5
Emanuel County,04/25/2020,Apr 25,281,1343,6536.0,1884.0,-17.0
Emanuel County,05/02/2020,May 02,216,1559,6320.0,2100.0,-19.8
Emanuel County,05/09/2020,May 09,250,1809,6070.0,2350.0,-23.0
Evans County,03/07/2020,Mar 07,11,11,4689.0,246.0,-0.2
Evans County,03/14/2020,Mar 14,6,17,4683.0,252.0,-0.4
Evans County,03/21/2020,Mar 21,5,22,4678.0,257.0,-0.5
Evans County,03/28/2020,Mar 28,45,67,4633.0,302.0,-1.4
Evans County,04/04/2020,Apr 04,171,238,4462.0,473.0,-5.1
Evans County,04/11/2020,Apr 11,183,421,4279.0,656.0,-9.0
Evans County,04/18/2020,Apr 18,127,548,4152.0,783.0,-11.7
Evans County,04/25/2020,Apr 25,177,725,3975.0,960.0,-15.4
Evans County,05/02/2020,May 02,127,852,3848.0,1087.0,-18.1
Evans County,05/09/2020,May 09,151,1003,3697.0,1238.0,-21.3
Fannin County,03/07/2020,Mar 07,23,23,10982.0,522.0,-0.2
Fannin County,03/14/2020,Mar 14,18,41,10964.0,540.0,-0.4
Fannin County,03/21/2020,Mar 21,47,88,10917.0,587.0,-0.8
Fannin County,03/28/2020,Mar 28,320,408,10597.0,907.0,-3.7
Fannin County,04/04/2020,Apr 04,860,1268,9737.0,1767.0,-11.5
Fannin County,04/11/2020,Apr 11,620,1888,9117.0,2387.0,-17.2
Fannin County,04/18/2020,Apr 18,450,2338,8667.0,2837.0,-21.2
Fannin County,04/25/2020,Apr 25,480,2818,8187.0,3317.0,-25.6
Fannin County,05/02/2020,May 02,430,3248,7757.0,3747.0,-29.5
Fannin County,05/09/2020,May 09,524,3772,7233.0,4271.0,-34.3
Fayette County,03/07/2020,Mar 07,28,28,56364.0,2208.0,-0.0
Fayette County,03/14/2020,Mar 14,51,79,56313.0,2259.0,-0.1
Fayette County,03/21/2020,Mar 21,146,225,56167.0,2405.0,-0.4
Fayette County,03/28/2020,Mar 28,1537,1762,54630.0,3942.0,-3.1
Fayette County,04/04/2020,Apr 04,4706,6468,49924.0,8648.0,-11.5
Fayette County,04/11/2020,Apr 11,3963,10431,45961.0,12611.0,-18.5
Fayette County,04/18/2020,Apr 18,3078,13509,42883.0,15689.0,-24.0
Fayette County,04/25/2020,Apr 25,3239,16748,39644.0,18928.0,-29.7
Fayette County,05/02/2020,May 02,3412,20160,36232.0,22340.0,-35.7
Fayette County,05/09/2020,May 09,3597,23757,32635.0,25937.0,-42.1
Floyd County,03/07/2020,Mar 07,62,62,42456.0,2034.0,-0.1
Floyd County,03/14/2020,Mar 14,45,107,42411.0,2079.0,-0.3
Floyd County,03/21/2020,Mar 21,100,207,42311.0,2179.0,-0.5
Floyd County,03/28/2020,Mar 28,1044,1251,41267.0,3223.0,-2.9
Floyd County,04/04/2020,Apr 04,3865,5116,37402.0,7088.0,-12.0
Floyd County,04/11/2020,Apr 11,3142,8258,34260.0,10230.0,-19.4
Floyd County,04/18/2020,Apr 18,2898,11156,31362.0,13128.0,-26.2
Floyd County,04/25/2020,Apr 25,2218,13374,29144.0,15346.0,-31.5
Floyd County,05/02/2020,May 02,1906,15280,27238.0,17252.0,-35.9
Floyd County,05/09/2020,May 09,2138,17418,25100.0,19390.0,-41.0
Forsyth County,03/07/2020,Mar 07,52,52,118933.0,4328.0,-0.0
Forsyth County,03/14/2020,Mar 14,51,103,118882.0,4379.0,-0.1
Forsyth County,03/21/2020,Mar 21,191,294,118691.0,4570.0,-0.2
Forsyth County,03/28/2020,Mar 28,2349,2643,116342.0,6919.0,-2.2
Forsyth County,04/04/2020,Apr 04,6767,9410,109575.0,13686.0,-7.9
Forsyth County,04/11/2020,Apr 11,4836,14246,104739.0,18522.0,-12.0
Forsyth County,04/18/2020,Apr 18,4100,18346,100639.0,22622.0,-15.4
Forsyth County,04/25/2020,Apr 25,5753,24099,94886.0,28375.0,-20.3
Forsyth County,05/02/2020,May 02,4687,28786,90199.0,33062.0,-24.2
Forsyth County,05/09/2020,May 09,4369,33155,85830.0,37431.0,-27.9
Franklin County,03/07/2020,Mar 07,9,9,9556.0,497.0,-0.1
Franklin County,03/14/2020,Mar 14,13,22,9543.0,510.0,-0.2
Franklin County,03/21/2020,Mar 21,16,38,9527.0,526.0,-0.4
Franklin County,03/28/2020,Mar 28,136,174,9391.0,662.0,-1.8
Franklin County,04/04/2020,Apr 04,711,885,8680.0,1373.0,-9.3
Franklin County,04/11/2020,Apr 11,663,1548,8017.0,2036.0,-16.2
Franklin County,04/18/2020,Apr 18,665,2213,7352.0,2701.0,-23.1
Franklin County,04/25/2020,Apr 25,536,2749,6816.0,3237.0,-28.7
Franklin County,05/02/2020,May 02,551,3300,6265.0,3788.0,-34.5
Franklin County,05/09/2020,May 09,588,3888,5677.0,4376.0,-40.6
Fulton County,03/07/2020,Mar 07,420,420,538270.0,25630.0,-0.1
Fulton County,03/14/2020,Mar 14,498,918,537772.0,26128.0,-0.2
Fulton County,03/21/2020,Mar 21,2201,3119,535571.0,28329.0,-0.6
Fulton County,03/28/2020,Mar 28,20249,23368,515322.0,48578.0,-4.3
Fulton County,04/04/2020,Apr 04,48589,71957,466733.0,97167.0,-13.4
Fulton County,04/11/2020,Apr 11,39616,111573,427117.0,136783.0,-20.7
Fulton County,04/18/2020,Apr 18,28670,140243,398447.0,165453.0,-26.0
Fulton County,04/25/2020,Apr 25,36662,176905,361785.0,202115.0,-32.8
Fulton County,05/02/2020,May 02,30351,207256,331434.0,232466.0,-38.5
Fulton County,05/09/2020,May 09,33068,240324,298366.0,265534.0,-44.6
Gilmer County,03/07/2020,Mar 07,8,8,11299.0,529.0,-0.1
Gilmer County,03/14/2020,Mar 14,20,28,11279.0,549.0,-0.2
Gilmer County,03/21/2020,Mar 21,39,67,11240.0,588.0,-0.6
Gilmer County,03/28/2020,Mar 28,257,324,10983.0,845.0,-2.9
Gilmer County,04/04/2020,Apr 04,813,1137,10170.0,1658.0,-10.1
Gilmer County,04/11/2020,Apr 11,667,1804,9503.0,2325.0,-16.0
Gilmer County,04/18/2020,Apr 18,587,2391,8916.0,2912.0,-21.1
Gilmer County,04/25/2020,Apr 25,505,2896,8411.0,3417.0,-25.6
Gilmer County,05/02/2020,May 02,576,3472,7835.0,3993.0,-30.7
Gilmer County,05/09/2020,May 09,613,4085,7222.0,4606.0,-36.1
Glascock County,03/07/2020,Mar 07,2,2,1229.0,66.0,-0.2
Glascock County,03/14/2020,Mar 14,0,2,1229.0,66.0,-0.2
Glascock County,03/21/2020,Mar 21,1,3,1228.0,67.0,-0.2
Glascock County,03/28/2020,Mar 28,15,18,1213.0,82.0,-1.5
Glascock County,04/04/2020,Apr 04,35,53,1178.0,117.0,-4.3
Glascock County,04/11/2020,Apr 11,50,103,1128.0,167.0,-8.4
Glascock County,04/18/2020,Apr 18,47,150,1081.0,214.0,-12.2
Glascock County,04/25/2020,Apr 25,46,196,1035.0,260.0,-15.9
Glascock County,05/02/2020,May 02,77,273,958.0,337.0,-22.2
Glascock County,05/09/2020,May 09,52,325,906.0,389.0,-26.4
Glynn County,03/07/2020,Mar 07,27,27,37165.0,1661.0,-0.1
Glynn County,03/14/2020,Mar 14,35,62,37130.0,1696.0,-0.2
Glynn County,03/21/2020,Mar 21,57,119,37073.0,1753.0,-0.3
Glynn County,03/28/2020,Mar 28,1110,1229,35963.0,2863.0,-3.3
Glynn County,04/04/2020,Apr 04,4186,5415,31777.0,7049.0,-14.6
Glynn County,04/11/2020,Apr 11,2973,8388,28804.0,10022.0,-22.6
Glynn County,04/18/2020,Apr 18,1961,10349,26843.0,11983.0,-27.8
Glynn County,04/25/2020,Apr 25,2168,12517,24675.0,14151.0,-33.7
Glynn County,05/02/2020,May 02,1740,14257,22935.0,15891.0,-38.3
Glynn County,05/09/2020,May 09,2980,17237,19955.0,18871.0,-46.3
Gordon County,03/07/2020,Mar 07,45,45,27010.0,1174.0,-0.2
Gordon County,03/14/2020,Mar 14,53,98,26957.0,1227.0,-0.4
Gordon County,03/21/2020,Mar 21,51,149,26906.0,1278.0,-0.6
Gordon County,03/28/2020,Mar 28,463,612,26443.0,1741.0,-2.3
Gordon County,04/04/2020,Apr 04,1706,2318,24737.0,3447.0,-8.6
Gordon County,04/11/2020,Apr 11,1915,4233,22822.0,5362.0,-15.6
Gordon County,04/18/2020,Apr 18,2194,6427,20628.0,7556.0,-23.8
Gordon County,04/25/2020,Apr 25,1766,8193,18862.0,9322.0,-30.3
Gordon County,05/02/2020,May 02,1408,9601,17454.0,10730.0,-35.5
Gordon County,05/09/2020,May 09,1768,11369,15686.0,12498.0,-42.0
Grady County,03/07/2020,Mar 07,7,7,10075.0,437.0,-0.1
Grady County,03/14/2020,Mar 14,3,10,10072.0,440.0,-0.1
Grady County,03/21/2020,Mar 21,11,21,10061.0,451.0,-0.2
Grady County,03/28/2020,Mar 28,96,117,9965.0,547.0,-1.2
Grady County,04/04/2020,Apr 04,447,564,9518.0,994.0,-5.6
Grady County,04/11/2020,Apr 11,376,940,9142.0,1370.0,-9.3
Grady County,04/18/2020,Apr 18,261,1201,8881.0,1631.0,-11.9
Grady County,04/25/2020,Apr 25,323,1524,8558.0,1954.0,-15.1
Grady County,05/02/2020,May 02,209,1733,8349.0,2163.0,-17.2
Grady County,05/09/2020,May 09,228,1961,8121.0,2391.0,-19.5
Greene County,03/07/2020,Mar 07,9,9,6640.0,362.0,-0.1
Greene County,03/14/2020,Mar 14,7,16,6633.0,369.0,-0.2
Greene County,03/21/2020,Mar 21,11,27,6622.0,380.0,-0.4
Greene County,03/28/2020,Mar 28,147,174,6475.0,527.0,-2.6
Greene County,04/04/2020,Apr 04,457,631,6018.0,984.0,-9.5
Greene County,04/11/2020,Apr 11,534,1165,5484.0,1518.0,-17.5
Greene County,04/18/2020,Apr 18,367,1532,5117.0,1885.0,-23.0
Greene County,04/25/2020,Apr 25,300,1832,4817.0,2185.0,-27.6
Greene County,05/02/2020,May 02,322,2154,4495.0,2507.0,-32.4
Greene County,05/09/2020,May 09,330,2484,4165.0,2837.0,-37.4
Gwinnett County,03/07/2020,Mar 07,299,299,475086.0,19353.0,-0.1
Gwinnett County,03/14/2020,Mar 14,377,676,474709.0,19730.0,-0.1
Gwinnett County,03/21/2020,Mar 21,869,1545,473840.0,20599.0,-0.3
Gwinnett County,03/28/2020,Mar 28,12556,14101,461284.0,33155.0,-3.0
Gwinnett County,04/04/2020,Apr 04,41058,55159,420226.0,74213.0,-11.6
Gwinnett County,04/11/2020,Apr 11,27660,82819,392566.0,101873.0,-17.4
Gwinnett County,04/18/2020,Apr 18,23099,105918,369467.0,124972.0,-22.3
Gwinnett County,04/25/2020,Apr 25,26400,132318,343067.0,151372.0,-27.8
Gwinnett County,05/02/2020,May 02,20158,152476,322909.0,171530.0,-32.1
Gwinnett County,05/09/2020,May 09,24005,176481,298904.0,195535.0,-37.1
Habersham County,03/07/2020,Mar 07,17,17,18260.0,889.0,-0.1
Habersham County,03/14/2020,Mar 14,174,191,18086.0,1063.0,-1.0
Habersham County,03/21/2020,Mar 21,42,233,18044.0,1105.0,-1.3
Habersham County,03/28/2020,Mar 28,381,614,17663.0,1486.0,-3.4
Habersham County,04/04/2020,Apr 04,1145,1759,16518.0,2631.0,-9.6
Habersham County,04/11/2020,Apr 11,782,2541,15736.0,3413.0,-13.9
Habersham County,04/18/2020,Apr 18,850,3391,14886.0,4263.0,-18.6
Habersham County,04/25/2020,Apr 25,715,4106,14171.0,4978.0,-22.5
Habersham County,05/02/2020,May 02,556,4662,13615.0,5534.0,-25.5
Habersham County,05/09/2020,May 09,622,5284,12993.0,6156.0,-28.9
Hall County,03/07/2020,Mar 07,54,54,99321.0,3602.0,-0.1
Hall County,03/14/2020,Mar 14,94,148,99227.0,3696.0,-0.1
Hall County,03/21/2020,Mar 21,130,278,99097.0,3826.0,-0.3
Hall County,03/28/2020,Mar 28,1992,2270,97105.0,5818.0,-2.3
Hall County,04/04/2020,Apr 04,7087,9357,90018.0,12905.0,-9.4
Hall County,04/11/2020,Apr 11,4688,14045,85330.0,17593.0,-14.1
Hall County,04/18/2020,Apr 18,4518,18563,80812.0,22111.0,-18.7
Hall County,04/25/2020,Apr 25,4402,22965,76410.0,26513.0,-23.1
Hall County,05/02/2020,May 02,4332,27297,72078.0,30845.0,-27.5
Hall County,05/09/2020,May 09,3777,31074,68301.0,34622.0,-31.3
Hancock County,03/07/2020,Mar 07,4,4,2344.0,190.0,-0.2
Hancock County,03/14/2020,Mar 14,4,8,2340.0,194.0,-0.3
Hancock County,03/21/2020,Mar 21,4,12,2336.0,198.0,-0.5
Hancock County,03/28/2020,Mar 28,28,40,2308.0,226.0,-1.7
Hancock County,04/04/2020,Apr 04,116,156,2192.0,342.0,-6.6
Hancock County,04/11/2020,Apr 11,151,307,2041.0,493.0,-13.1
Hancock County,04/18/2020,Apr 18,96,403,1945.0,589.0,-17.2
Hancock County,04/25/2020,Apr 25,130,533,1815.0,719.0,-22.7
Hancock County,05/02/2020,May 02,135,668,1680.0,854.0,-28.4
Hancock County,05/09/2020,May 09,126,794,1554.0,980.0,-33.8
Haralson County,03/07/2020,Mar 07,3,3,12146.0,566.0,-0.0
Haralson County,03/14/2020,Mar 14,15,18,12131.0,581.0,-0.1
Haralson County,03/21/2020,Mar 21,21,39,12110.0,602.0,-0.3
Haralson County,03/28/2020,Mar 28,222,261,11888.0,824.0,-2.1
Haralson County,04/04/2020,Apr 04,983,1244,10905.0,1807.0,-10.2
Haralson County,04/11/2020,Apr 11,878,2122,10027.0,2685.0,-17.5
Haralson County,04/18/2020,Apr 18,1212,3334,8815.0,3897.0,-27.4
Haralson County,04/25/2020,Apr 25,681,4015,8134.0,4578.0,-33.0
Haralson County,05/02/2020,May 02,552,4567,7582.0,5130.0,-37.6
Haralson County,05/09/2020,May 09,460,5027,7122.0,5590.0,-41.4
Harris County,03/07/2020,Mar 07,6,6,15965.0,647.0,-0.0
Harris County,03/14/2020,Mar 14,16,22,15949.0,663.0,-0.1
Harris County,03/21/2020,Mar 21,21,43,15928.0,684.0,-0.3
Harris County,03/28/2020,Mar 28,492,535,15436.0,1176.0,-3.3
Harris County,04/04/2020,Apr 04,846,1381,14590.0,2022.0,-8.6
Harris County,04/11/2020,Apr 11,807,2188,13783.0,2829.0,-13.7
Harris County,04/18/2020,Apr 18,558,2746,13225.0,3387.0,-17.2
Harris County,04/25/2020,Apr 25,628,3374,12597.0,4015.0,-21.1
Harris County,05/02/2020,May 02,582,3956,12015.0,4597.0,-24.8
Harris County,05/09/2020,May 09,653,4609,11362.0,5250.0,-28.9
Hart County,03/07/2020,Mar 07,14,14,10557.0,593.0,-0.1
Hart County,03/14/2020,Mar 14,14,28,10543.0,607.0,-0.3
Hart County,03/21/2020,Mar 21,22,50,10521.0,629.0,-0.5
Hart County,03/28/2020,Mar 28,102,152,10419.0,731.0,-1.4
